timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,pH,pH_flags,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen_saturation_flags,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidty_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temp_c6,water_temp_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,pH,NAN,NTU,NAN,%,NAN,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meters,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
10/10/2015 22:46,7.5,1 1 1 1,5.248,1 1 1 1,130.5,1 2 1 2,13.61,1 1 1 1,1017.593,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 23:01,8.3,1 1 1 1,5.779,1 1 1 1,129.4,1 2 1 2,13.48,1 1 1 1,1017.489,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 23:16,7,1 1 1 1,5.496,1 1 1 1,134.2,1 2 1 2,13.44,1 1 3 1,1017.25,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 23:31,8.7,1 1 1 1,5.908,1 1 1 1,137.7,1 2 1 2,13.42,1 1 3 1,1017.129,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 23:46,7.6,1 1 1 1,5.818,1 1 1 1,140.3,1 2 1 2,13.45,1 1 3 1,1016.995,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 0:01,7.7,1 1 1 1,5.232,1 1 1 1,150.2,1 2 1 2,13.61,1 1 1 1,1016.87,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 1 1,NA,1 1 1 1,NA,1 1 1 1,NA,1 1 1 1,NA,1 1 1 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 0:16,8.7,1 1 1 1,4.397,1 1 1 1,155.2,1 2 1 2,13.66,1 1 1 1,1016.924,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 0:31,7.2,1 1 1 1,4.343,1 1 1 1,154.4,1 2 1 2,13.64,1 1 1 1,1016.837,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 0:46,7.4,1 1 1 1,3.892,1 1 1 1,162.6,1 2 1 2,13.46,1 1 1 1,1016.744,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 1:01,5.6,1 1 1 1,3.022,1 1 1 1,178.9,1 2 1 2,13.3,1 1 1 1,1016.647,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 1:16,6.9,1 1 1 1,3.76,1 1 1 1,171.1,1 2 1 2,13.19,1 1 1 1,1016.507,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 1:31,6.4,1 1 1 1,3.399,1 1 1 1,160.2,1 2 1 2,13.16,1 1 1 1,1016.373,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 1:46,7.5,1 1 1 1,5.102,1 1 1 1,174,1 2 1 2,13.16,1 1 3 1,1016.258,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 2:01,8,1 1 1 1,5.569,1 1 1 1,188.4,1 2 1 2,13.21,1 1 3 1,1016.324,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 2:16,8.4,1 1 1 1,6.406,1 1 1 1,194.4,1 2 1 2,13.17,1 1 3 1,1016.142,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 2:31,9.2,1 1 1 1,6.621,1 1 1 1,197.7,1 2 1 2,12.96,1 1 1 1,1016.061,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 2:46,9.2,1 1 1 1,6.788,1 1 1 1,200.4,1 2 1 2,12.8,1 1 1 1,1016.137,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 3:01,9,1 1 1 1,6.739,1 1 1 1,204.3,1 2 1 2,12.63,1 1 1 1,1016.204,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 3:16,9.7,1 1 1 1,6.858,1 1 1 1,203.3,1 2 1 2,12.58,1 1 1 1,1016.05,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 3:31,9.8,1 1 1 1,7.041,1 1 1 1,205.4,1 2 1 2,12.56,1 1 1 1,1015.88,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 3:46,11.8,1 1 1 1,7.342,1 1 1 1,211.8,1 2 1 2,12.58,1 1 1 1,1015.802,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 4:01,10.2,1 1 1 1,7.681,1 1 1 1,211.2,1 2 1 2,12.5,1 1 1 1,1015.716,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 4:16,9.8,1 1 1 1,6.849,1 1 1 1,209.7,1 2 1 2,12.48,1 1 1 1,1015.652,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 4:31,10.2,1 1 1 1,7.294,1 1 1 1,209.7,1 2 1 2,12.44,1 1 1 1,1015.505,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 4:46,10.7,1 1 1 1,7.4,1 1 1 1,210,1 2 1 2,12.4,1 1 1 1,1015.312,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 5:01,11.6,1 1 1 1,7.802,1 1 1 1,209.8,1 2 1 2,12.3,1 1 1 1,1015.097,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 5:16,10.8,1 1 1 1,6.878,1 1 1 1,212.2,1 2 1 2,12.21,1 1 1 1,1014.885,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 5:31,10.9,1 1 1 1,7.109,1 1 1 1,207.5,1 2 1 2,12,1 1 1 1,1014.518,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 5:46,10.5,1 1 1 1,7.073,1 1 1 1,211.6,1 2 1 2,11.73,1 1 1 1,1014.382,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 6:01,9.8,1 1 1 1,6.961,1 1 1 1,216.5,1 2 1 2,11.7,1 1 1 1,1014.572,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 6:16,9.8,1 1 1 1,6.641,1 1 1 1,220.3,1 2 1 2,11.64,1 1 1 1,1014.723,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 6:31,8.3,1 1 1 1,5.564,1 1 1 1,222.4,1 2 1 2,11.7,1 1 1 1,1014.898,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 6:46,8.4,1 1 1 1,5.406,1 1 1 1,216.7,1 2 1 2,11.81,1 1 1 1,1014.877,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 7:01,9.1,1 1 1 1,6.251,1 1 1 1,209.4,1 2 1 2,11.79,1 1 1 1,1014.556,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 7:16,11.7,1 1 1 1,8,1 1 1 1,207.5,1 2 1 2,11.54,1 1 1 1,1014.179,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 7:31,10.8,1 1 1 1,8.58,1 1 1 1,209.7,1 2 1 2,11.29,1 1 1 1,1014,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 7:46,11.4,1 1 1 1,8.8,1 1 1 1,214.9,1 2 1 2,11.17,1 1 1 1,1013.828,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 8:01,12.3,1 1 1 1,9.21,1 1 1 1,220,1 2 1 2,11.04,1 1 1 1,1013.8,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 8:16,11.3,1 1 1 1,8.54,1 1 1 1,220.5,1 2 1 2,10.88,1 1 1 1,1013.888,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 8:31,10.9,1 1 1 1,7.719,1 1 1 1,220.1,1 2 1 2,10.87,1 1 1 1,1013.797,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 8:46,10.8,1 1 1 1,7.501,1 1 1 1,224,1 2 1 2,11.23,1 1 1 1,1013.76,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 9:01,11.8,1 1 1 1,7.933,1 1 1 1,229.2,1 2 1 2,11.5,1 1 1 1,1013.729,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 9:16,12,1 1 1 1,8.38,1 1 1 1,233.4,1 2 1 2,11.48,1 1 1 1,1013.722,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 9:31,11,1 1 1 1,8.42,1 1 1 1,229.6,1 2 1 2,11.48,1 1 1 1,1013.672,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 9:46,10.9,1 1 1 1,8.77,1 1 1 1,230,1 2 1 2,11.54,1 1 1 1,1013.703,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 10:01,10.3,1 1 1 1,7.844,1 1 1 1,232.1,1 2 1 2,11.65,1 1 1 1,1013.783,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 10:16,11.3,1 1 1 1,7.107,1 1 1 1,227.7,1 2 1 2,11.7,1 1 1 1,1013.843,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 10:31,10.6,1 1 1 1,7.016,1 1 1 1,222,1 2 1 2,11.63,1 1 1 1,1013.889,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 10:46,9.4,1 1 1 1,7.301,1 1 1 1,213.9,1 2 1 2,11,1 1 1 1,1013.788,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 11:01,9.5,1 1 1 1,6.829,1 1 1 1,209.3,1 2 1 2,10.51,1 1 1 1,1013.639,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 11:16,10.6,1 1 1 1,7.336,1 1 1 1,211.6,1 2 1 2,10.19,1 1 1 1,1013.447,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 12:01,10,1 1 1 1,7.252,1 1 1 1,212.9,1 2 1 2,9.8,1 1 1 1,1013.12,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 12:16,10.5,1 1 1 1,7.046,1 1 1 1,214.4,1 2 1 2,10.21,1 1 1 1,1013.017,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 12:31,9.5,1 1 1 1,7.013,1 1 1 1,214.9,1 2 1 2,10.36,1 1 1 1,1013.097,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 12:46,10.8,1 1 1 1,7.763,1 1 1 1,221.2,1 2 1 2,10.94,1 1 1 1,1013.162,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 13:01,11.6,1 1 1 1,8.2,1 1 1 1,225.6,1 2 1 2,11.65,1 1 1 1,1012.985,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/11/2015 13:16,11.4,1 1 1 1,8.08,1 1 1 1,222.9,1 2 1 2,11.88,1 1 1 1,1013.003,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
