timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,pH,pH_flags,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen_saturation_flags,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidty_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temp_c6,water_temp_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,pH,NAN,NTU,NAN,%,NAN,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meters,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
7/19/2015 10:31,8.8,1 1 1 1,6.74,1 1 1 1,240.5,1 2 1 2,21.8,1 1 1 1,1010.83,1 1 1 1,1.007,1 1 1 1,23.18,1 1 1 1,299.9,1 1 1 1,7.951,1 1 1 1,8.6,1 1 1 1,90.2,1 1 1 1,7.7,1 1 1 1,0.673,1 1 1 1,-3.444,4 1 1 1,40.93,4 3 1 1,8.55,1 1 1 1,491.84,1 1 1 1,75.6,1 1 1 1,457.88,1 1 1 1,2561.6,1 3 1 1,0.96,1 2 2 2,21.78,1 2 2 2
7/19/2015 10:46,7.7,1 1 1 1,6.47,1 1 1 1,234.2,1 2 1 2,21.77,1 1 1 1,1010.809,1 1 1 1,1,1 1 1 1,23.17,1 1 1 1,299.9,1 1 1 1,7.953,1 1 1 1,8.56,1 1 1 1,90.1,1 1 1 1,7.698,1 1 1 1,0.663,1 1 1 1,-3.473,4 3 1 1,40.96,4 3 1 1,8.81,1 1 1 1,500,1 1 1 1,73.16,1 1 1 1,511.2,1 1 1 1,2564.8,1 3 1 1,1.03,1 2 2 2,21.78,1 2 2 2
7/19/2015 11:01,7.4,1 1 1 1,6.211,1 1 1 1,235.4,1 2 1 2,21.85,1 1 1 1,1010.87,1 1 1 1,1.001,1 1 1 1,23.17,1 1 1 1,300.2,1 1 1 1,7.958,1 1 1 1,8.52,1 1 1 1,90,1 1 1 1,7.69,1 1 1 1,0.67,1 1 1 1,-3.489,4 3 1 1,41,4 3 1 1,8.87,1 1 1 1,502.44,1 1 1 1,81.04,1 1 1 1,452.2,1 1 1 1,2571.6,1 3 1 1,0.96,1 2 2 2,21.8,1 2 2 2
7/19/2015 11:16,8.2,1 1 1 1,5.878,1 1 1 1,236.2,1 2 1 2,21.98,1 1 1 1,1011.01,1 1 1 1,1.003,1 1 1 1,23.18,1 1 1 1,301,1 1 1 1,7.948,1 1 1 1,8.63,1 1 1 1,90,1 1 1 1,7.689,1 1 1 1,0.678,1 1 1 1,-3.452,4 1 1 1,41.11,4 3 1 1,8.9,1 1 1 1,498.44,1 1 1 1,78.12,1 1 1 1,456.64,1 1 1 1,2572.8,1 3 1 1,0.96,1 2 2 2,21.8,1 2 2 2
7/19/2015 11:31,7.5,1 1 1 1,6.151,1 1 1 1,231.9,1 2 1 2,22.07,1 1 1 1,1011.222,1 1 1 1,1.009,1 1 1 1,23.19,1 1 1 1,301.4,1 1 1 1,7.944,1 1 1 1,8.65,1 1 1 1,90,1 1 1 1,7.682,1 1 1 1,0.669,1 1 1 1,-3.448,4 1 1 1,41.2,4 3 1 1,8.68,1 1 1 1,507.76,1 1 1 1,82.56,1 1 1 1,450.08,1 1 1 1,2576.4,1 3 1 1,0.96,1 2 2 2,21.79,1 2 2 2
7/19/2015 11:46,7.2,1 1 1 1,5.917,1 1 1 1,233.1,1 2 1 2,22.45,1 1 1 1,1011.32,1 1 1 1,1.01,1 1 1 1,23.18,1 1 1 1,301.3,1 1 1 1,7.95,1 1 1 1,8.54,1 1 1 1,89.7,1 1 1 1,7.663,1 1 1 1,0.68,1 1 1 1,-3.497,4 3 1 1,41.23,4 3 1 1,8.76,1 1 1 1,505.8,1 1 1 1,85.6,1 1 1 1,647.64,1 1 1 1,2577.6,1 3 1 1,1.03,1 2 2 2,21.8,1 2 2 2
7/19/2015 12:01,8.1,1 1 1 1,6.146,1 1 1 1,235,1 2 1 2,22.61,1 1 1 1,1011.402,1 1 1 1,1.01,1 1 1 1,23.19,1 1 1 1,301.6,1 1 1 1,7.951,1 1 1 1,8.47,1 1 1 1,89.8,1 1 1 1,7.673,1 1 1 1,0.691,1 1 1 1,-3.431,4 1 1 1,41.28,4 3 1 1,8.48,1 1 1 1,501.68,1 1 1 1,80.92,1 1 1 1,476.56,1 1 1 1,2582.4,1 3 1 1,1.03,1 2 2 2,21.8,1 2 2 2
7/19/2015 12:16,8.2,1 1 1 1,6.408,1 1 1 1,235.1,1 2 1 2,22.63,1 1 1 1,1011.336,1 1 1 1,1.01,1 1 1 1,23.2,1 1 1 1,301.9,1 1 1 1,7.95,1 1 1 1,8.44,1 1 1 1,90,1 1 1 1,7.682,1 1 1 1,0.698,1 1 1 1,-3.403,4 1 1 1,41.34,4 3 1 1,8.86,1 1 1 1,503.72,1 1 1 1,81.8,1 1 1 1,479.24,1 1 1 1,2583.2,1 3 1 1,1.1,1 2 2 2,21.81,1 2 2 2
7/19/2015 12:31,8.5,1 1 1 1,6.673,1 1 1 1,231.2,1 2 1 2,22.86,1 1 1 1,1011.227,1 1 1 1,1.01,1 1 1 1,23.2,1 1 1 1,301.8,1 1 1 1,7.953,1 1 1 1,8.3,1 1 1 1,90.1,1 1 1 1,7.69,1 1 1 1,0.718,1 1 1 1,-3.374,4 1 1 1,41.36,4 3 1 1,9.05,1 1 1 1,506.16,1 1 1 1,79.48,1 1 1 1,496.36,1 1 1 1,2586.8,1 3 1 1,1.1,1 2 2 2,21.81,1 2 2 2
7/19/2015 12:46,8.3,1 1 1 1,6.867,1 1 1 1,232.9,1 2 1 2,22.99,1 1 1 1,1011.34,1 1 1 1,1.01,1 1 1 1,23.21,1 1 1 1,301.7,1 1 1 1,7.957,1 1 1 1,8.23,1 1 1 1,90.1,1 1 1 1,7.693,1 1 1 1,0.726,1 1 1 1,-3.379,4 1 1 1,41.36,4 3 1 1,8.54,1 1 1 1,504.04,1 1 1 1,91,1 1 1 1,530.4,1 1 1 1,2585.2,1 3 1 1,1.03,1 2 2 2,21.85,1 2 2 2
7/19/2015 13:01,8.2,1 1 1 1,6.52,1 1 1 1,234.1,1 2 1 2,23.25,1 1 1 1,1011.379,1 1 1 1,1.01,1 1 1 1,23.23,1 1 1 1,302.2,1 1 1 1,7.95,1 1 1 1,8.31,1 1 1 1,90.1,1 1 1 1,7.695,1 1 1 1,0.709,1 1 1 1,-3.368,4 1 1 1,41.43,4 3 1 1,8.58,1 1 1 1,498.24,1 1 1 1,94.48,1 1 1 1,474.48,1 1 1 1,2592.8,1 3 1 1,1.1,1 2 2 2,21.87,1 2 2 2
7/19/2015 13:16,7.6,1 1 1 1,5.894,1 1 1 1,233.5,1 2 1 2,23.59,1 1 1 1,1011.138,1 1 1 1,1.007,1 1 1 1,23.24,1 1 1 1,302.6,1 1 1 1,7.95,1 1 1 1,8.3,1 1 1 1,90,1 1 1 1,7.678,1 1 1 1,0.724,1 1 1 1,-3.425,4 1 1 1,41.51,4 3 1 1,8.54,1 1 1 1,528.12,1 1 1 1,88.24,1 1 1 1,494.64,1 1 1 1,2598.4,1 3 1 1,1.03,1 2 2 2,21.92,1 2 2 2
7/19/2015 13:31,6.9,1 1 1 1,5.474,1 1 1 1,235.3,1 2 1 2,23.73,1 1 1 1,1011.154,1 1 1 1,1.001,1 1 1 1,23.29,1 1 1 1,303.8,1 1 1 1,7.949,1 1 1 1,8.32,1 1 1 1,89.9,1 1 1 1,7.668,1 1 1 1,0.733,1 1 1 1,-3.405,4 1 1 1,41.63,4 3 1 1,8.78,1 1 1 1,514.16,1 1 1 1,95.76,1 1 1 1,481.44,1 1 1 1,2604.4,1 3 1 1,1.1,1 2 2 2,21.94,1 2 2 2
7/19/2015 13:46,6.4,1 1 1 1,4.969,1 1 1 1,231.9,1 2 1 2,23.88,1 1 1 1,1011.107,1 1 1 1,1,1 1 1 1,23.34,1 1 1 1,305,1 1 1 1,7.947,1 1 1 1,8.43,1 1 1 1,89.9,1 1 1 1,7.658,1 1 1 1,0.744,1 1 1 1,-3.391,4 1 1 1,41.76,4 3 1 1,9.12,1 1 1 1,517.96,1 1 1 1,87.92,1 1 1 1,533.2,1 1 1 1,2611.2,1 3 1 1,1.1,1 2 2 2,21.98,1 2 2 2
7/19/2015 14:01,5.2,1 1 1 1,3.81,1 1 1 1,225.3,1 2 1 2,24.24,1 1 1 1,1010.997,1 1 1 1,1,1 1 1 1,23.38,1 1 1 1,306.1,1 1 1 1,7.937,1 1 1 1,8.5,1 1 1 1,89.8,1 1 1 1,7.645,1 1 1 1,0.762,1 1 1 1,-3.398,4 1 1 1,41.91,4 3 1 1,8.96,1 1 1 1,522.08,1 1 1 1,79.84,1 1 1 1,491.6,1 1 1 1,2627.2,1 3 1 1,1.1,1 2 2 2,22,1 2 2 2
7/19/2015 14:16,4.6,1 1 1 1,3.517,1 1 1 1,213,1 2 1 2,24.57,1 1 1 1,1010.762,1 1 1 1,1,1 1 1 1,23.4,1 1 1 1,307.9,1 1 1 1,7.93,1 1 1 1,8.6,1 1 1 1,89.6,1 1 1 1,7.624,1 1 1 1,0.778,1 1 1 1,-3.347,4 1 1 1,42.21,4 3 1 1,9.03,1 1 1 1,532.88,1 1 1 1,96.56,1 1 1 1,558,1 1 1 1,2643.6,1 3 1 1,1.03,1 2 2 2,22.13,1 2 2 2
7/19/2015 14:31,4.9,1 1 1 1,3.882,1 1 1 1,216.6,1 2 1 2,24.9,1 1 1 1,1010.818,1 1 1 1,1,1 1 1 1,23.51,1 1 1 1,310.9,1 1 1 1,7.929,1 1 1 1,8.91,1 1 1 1,89.8,1 1 1 1,7.62,1 1 1 1,0.876,1 1 1 1,-3.292,4 1 1 1,42.61,4 3 1 1,9.62,1 1 1 1,558.28,1 1 1 1,109.88,1 1 1 1,663.2,1 1 1 1,2665.6,1 3 1 1,1.03,1 2 2 2,22.23,1 2 2 2
7/19/2015 14:46,4.9,1 1 1 1,3.964,1 1 1 1,216.7,1 2 1 2,25.33,1 1 1 1,1010.667,1 1 1 1,1,1 1 1 1,23.64,1 1 1 1,313.3,1 1 1 1,7.933,1 1 1 1,9.25,1 1 1 1,90.7,1 1 1 1,7.678,1 1 1 1,1.091,1 1 1 1,-3.199,4 1 1 1,42.83,4 3 1 1,9.98,1 1 1 1,596.8,1 1 1 1,139.52,1 1 1 1,742.4,1 1 1 1,2672.8,1 3 1 1,1.03,1 2 2 2,22.32,1 2 2 2
7/19/2015 15:01,5.1,1 1 1 1,3.874,1 1 1 1,219.1,1 2 1 2,25.51,1 1 1 1,1010.727,1 1 1 1,1,1 1 1 1,23.79,1 1 1 1,315.8,1 1 1 1,7.944,1 1 1 1,9.95,1 1 1 1,92.1,1 1 1 1,7.774,1 1 1 1,1.268,1 1 1 1,-3.08,4 1 1 1,42.92,4 3 1 1,10.53,1 1 1 1,614.4,1 1 1 1,132.88,1 1 1 1,791.2,1 1 1 1,2657.2,1 3 1 1,1.03,1 2 2 2,22.47,1 2 2 2
7/19/2015 15:16,4.8,1 1 1 1,3.802,1 1 1 1,230.2,1 2 1 2,25.65,1 1 1 1,1010.852,1 1 1 1,1,1 1 1 1,23.89,1 1 1 1,316.1,1 1 1 1,7.959,1 1 1 1,10.27,1 1 1 1,93.3,1 1 1 1,7.862,1 1 1 1,1.417,1 1 1 1,-2.975,4 1 1 1,42.71,4 3 1 1,10.75,1 1 1 1,627.2,1 1 1 1,135.32,1 1 1 1,822.8,1 1 1 1,2645.2,1 3 1 1,1.03,1 2 2 2,22.54,1 2 2 2
7/19/2015 15:31,4.4,1 1 1 1,3.541,1 1 1 1,226.8,1 2 1 2,25.91,1 1 1 1,1010.86,1 1 4 1,1,1 1 1 1,23.97,1 1 1 1,316.3,1 1 1 1,7.963,1 1 1 1,10.31,1 1 1 1,94.1,1 1 1 1,7.918,1 1 1 1,1.359,1 1 1 1,-3.017,4 1 1 1,42.55,4 3 1 1,10.65,1 1 1 1,628.8,1 1 1 1,131.76,1 1 1 1,811.6,1 1 1 1,2635.2,1 3 1 1,1.03,1 2 2 2,22.64,1 2 2 2
7/19/2015 15:46,4.4,1 1 1 1,3.082,1 1 1 1,229.8,1 2 1 2,26.19,1 1 1 1,1010.879,1 1 4 1,1,1 1 1 1,24.04,1 1 1 1,316.5,1 1 1 1,7.967,1 1 1 1,10.34,1 1 1 1,94.5,1 1 1 1,7.943,1 1 1 1,1.282,1 1 1 1,-2.987,4 1 1 1,42.42,4 3 1 1,10.49,1 1 1 1,625.6,1 1 1 1,128.84,1 1 1 1,791.6,1 1 1 1,2641.2,1 3 1 1,0.96,1 2 2 2,22.67,1 2 2 2
7/19/2015 16:01,4.8,1 1 1 1,3.53,1 1 1 1,232.8,1 2 1 2,26.36,1 1 1 1,1010.868,1 1 4 1,1,1 1 1 1,23.94,1 1 1 1,316.4,1 1 1 1,7.962,1 1 1 1,10.47,1 1 1 1,93.9,1 1 1 1,7.912,1 1 1 1,1.254,1 1 1 1,-2.977,4 1 1 1,42.74,4 3 1 1,10.65,1 1 1 1,623.2,1 1 1 1,133,1 1 1 1,818.4,1 1 1 1,2678,1 3 1 1,1.03,1 2 2 2,22.4,1 2 2 2
7/19/2015 16:16,4.8,1 1 1 1,3.814,1 1 1 1,229.4,1 2 1 2,26.47,1 1 1 1,1010.901,1 1 4 1,1,1 1 1 1,24.02,1 1 1 1,316.1,1 1 1 1,7.982,1 1 1 1,10.69,1 1 1 1,95.2,1 1 1 1,8,1 1 1 1,1.358,1 1 1 1,-2.965,4 1 1 1,42.47,4 3 1 1,11.7,1 1 1 1,660.4,1 1 1 1,161.2,1 1 1 1,1052,1 1 1 1,2545.6,1 3 1 1,1.03,1 2 2 2,23.28,1 2 2 2
7/19/2015 16:31,5.2,1 1 1 1,4.186,1 1 1 1,224.1,1 2 1 2,26.45,1 1 1 1,1010.898,1 1 4 1,1,1 1 1 1,24.63,1 1 1 3,316.4,1 1 1 1,8.04,1 1 1 1,11.02,1 1 1 1,100.9,1 1 1 1,8.39,1 1 1 1,1.725,1 1 1 1,-2.795,4 1 1 1,41.1,4 3 1 1,9.59,1 1 1 1,624,1 1 1 1,166.12,1 1 1 1,990.4,1 1 1 1,2570,1 3 1 1,1.03,1 2 2 2,23.2,1 2 2 2
7/19/2015 16:46,6.1,1 1 1 1,4.562,1 1 1 1,225.8,1 2 1 2,26.52,1 1 1 1,1010.974,1 1 1 1,1,1 1 1 1,24.5,1 1 1 1,316.1,1 1 1 1,8.02,1 1 1 1,9.82,1 1 1 1,98.8,1 1 1 1,8.24,1 1 1 1,1.468,1 1 1 1,-2.876,4 1 1 1,41.6,4 3 1 1,9.86,1 1 1 1,599.6,1 1 1 1,136.52,1 1 1 1,755.2,1 1 1 1,2581.6,1 3 1 1,0.96,1 2 2 2,23.15,1 2 2 2
7/19/2015 17:01,5.7,1 1 1 1,4.47,1 1 1 1,229.7,1 2 1 2,26.7,1 1 1 1,1011.077,1 1 1 1,1,1 1 1 1,24.42,1 1 1 1,315.9,1 1 1 1,8.02,1 1 1 1,9.72,1 1 1 1,98.5,1 1 1 1,8.22,1 1 1 1,1.333,1 1 1 1,-2.946,4 1 1 1,41.8,4 3 1 1,9.72,1 1 1 1,616.8,1 1 1 1,145.04,1 1 1 1,848.4,1 1 1 1,2582.4,1 3 1 1,0.96,1 2 2 2,23.14,1 2 2 2
7/19/2015 17:16,6,1 1 1 1,4.373,1 1 1 1,240.2,1 2 1 2,26.78,1 1 1 1,1011.009,1 1 1 1,1.001,1 1 1 1,24.6,1 1 1 1,315.5,1 1 1 1,8.04,1 1 1 1,9.49,1 1 1 1,100.6,1 1 1 1,8.36,1 1 1 1,1.509,1 1 1 1,-2.883,4 1 1 1,41.47,4 3 1 1,9.48,1 1 1 1,589.6,1 1 1 1,128.44,1 1 1 1,779.6,1 1 1 1,2574,1 3 1 1,0.89,1 2 2 2,23.27,1 2 2 2
7/19/2015 17:31,5.1,1 1 1 1,3.888,1 1 1 1,237.6,1 2 1 2,26.92,1 1 1 1,1010.845,1 1 1 1,1,1 1 1 1,24.66,1 1 1 1,315.8,1 1 1 1,8.04,1 1 1 1,9.7,1 1 1 1,101.3,1 1 1 1,8.42,1 1 1 1,1.526,1 1 1 1,-2.861,4 1 1 1,41.26,4 3 1 1,9.93,1 1 1 1,607.6,1 1 1 1,154.16,1 1 1 1,896.4,1 1 1 1,2567.2,1 3 1 1,0.89,1 2 2 2,23.22,1 2 2 2
7/19/2015 17:46,5.8,1 1 1 1,4.487,1 1 1 1,241.8,1 2 1 2,26.93,1 1 1 1,1010.837,1 1 1 1,1,1 1 1 1,24.77,1 1 1 1,316.3,1 1 1 1,8.09,1 1 1 1,10.1,1 1 1 1,104,1 1 1 1,8.62,1 1 1 1,1.624,1 1 1 1,-2.808,4 1 1 1,40.8,4 3 1 1,10.6,1 1 1 1,641.6,1 1 1 1,155.52,1 1 1 1,940,1 1 1 1,2524.4,1 1 1 1,1.03,1 2 2 2,23.5,1 2 2 2
7/19/2015 18:01,6.1,1 1 1 1,4.767,1 1 1 1,244.3,1 2 1 2,26.78,1 1 1 1,1010.816,1 1 1 1,1,1 1 1 1,24.88,1 1 1 1,316.8,1 1 1 1,8.12,1 1 1 1,10.28,1 1 1 1,106.3,1 1 1 1,8.8,1 1 1 1,1.732,1 1 1 1,-2.703,4 1 1 1,40.37,4 1 1 1,10.42,1 1 1 1,614.4,1 1 1 1,140.48,1 1 1 1,828.4,1 1 1 1,2535.2,1 3 1 1,0.96,1 2 2 2,23.26,1 2 2 2
7/19/2015 18:16,6.7,1 1 1 1,5.131,1 1 1 1,237.6,1 2 1 2,26.82,1 1 4 1,1010.621,1 1 1 1,1,1 1 1 1,24.76,1 1 1 1,316.2,1 1 1 1,8.1,1 1 1 1,10.19,1 1 1 1,105.1,1 1 1 1,8.71,1 1 1 1,1.538,1 1 1 1,-2.819,4 1 1 1,40.44,4 1 1 1,10.46,1 1 1 1,606.8,1 1 1 1,125.28,1 1 1 1,727.6,1 1 1 1,2547.2,1 3 1 1,0.89,1 2 2 2,23.13,1 2 2 2
7/19/2015 18:31,6.1,1 1 1 1,4.711,1 1 1 1,243.6,1 2 1 2,26.83,1 1 4 1,1010.387,1 1 1 1,1,1 1 1 1,24.58,1 1 1 1,315.2,1 1 1 1,8.06,1 1 1 1,10.07,1 1 1 1,102.4,1 1 1 1,8.52,1 1 1 1,1.35,1 1 1 1,-2.973,4 1 1 1,40.8,4 3 1 1,10.24,1 1 1 1,603.2,1 1 1 1,136.12,1 1 1 1,758.4,1 1 1 1,2520,1 1 1 1,0.96,1 2 2 2,23.4,1 2 2 2
7/19/2015 18:46,6.6,1 1 1 1,5.14,1 1 1 1,249.8,1 2 1 2,26.82,1 1 4 1,1010.097,1 1 1 1,0.997,1 1 1 1,24.75,1 1 1 1,315.9,1 1 1 1,8.05,1 1 1 1,10.01,1 1 1 1,102.5,1 1 1 1,8.5,1 1 1 1,1.337,1 1 1 1,-2.983,4 1 1 1,40.65,4 1 1 1,10.43,1 1 1 1,625.2,1 1 1 1,149.8,1 1 1 1,811.6,1 1 1 1,2506.4,1 1 1 1,0.89,1 2 2 2,23.51,1 2 2 2
7/19/2015 19:01,6.3,1 1 1 1,4.697,1 1 1 1,250.3,1 2 1 2,26.77,1 1 4 1,1010.032,1 1 1 1,0.991,1 1 1 1,24.84,1 1 1 1,315.2,1 1 1 1,8.09,1 1 1 1,10.06,1 1 1 1,103.9,1 1 1 1,8.6,1 1 1 1,1.526,1 1 1 1,-2.929,4 1 1 1,40.37,4 1 1 1,10.68,1 1 1 1,648.4,1 1 1 1,148.2,1 1 1 1,855.6,1 1 1 1,2495.6,1 1 1 1,0.89,1 2 2 2,23.47,1 2 2 2
7/19/2015 19:16,7.7,1 1 1 1,5.118,1 1 1 1,243.9,1 2 1 2,26.79,1 1 4 1,1009.928,1 1 1 1,0.99,1 1 1 1,24.86,1 1 1 1,313.5,1 1 1 1,8.1,1 1 1 1,9.81,1 1 1 1,104.7,1 1 1 1,8.67,1 1 1 1,1.597,1 1 1 1,-2.863,4 1 1 1,40.08,4 1 1 1,9.32,1 1 1 1,565.16,1 1 1 1,135.04,1 1 1 1,818,1 1 1 1,2507.2,1 1 1 1,0.96,1 2 2 2,23.42,1 2 2 2
7/19/2015 19:31,6.3,1 1 1 1,4.523,1 1 1 1,250.5,1 2 1 2,26.54,1 1 1 1,1009.827,1 1 1 1,0.99,1 1 1 1,24.71,1 1 1 1,313.2,1 1 1 1,8.06,1 1 1 1,9.42,1 1 1 1,101.8,1 1 1 1,8.45,1 1 1 1,1.344,1 1 1 1,-3.001,4 1 1 1,40.55,4 1 1 1,9.36,1 1 1 1,602,1 1 1 1,133.08,1 1 1 1,1085.2,1 1 1 1,2522,1 1 1 1,0.96,1 2 2 2,23.34,1 2 2 2
7/19/2015 19:46,7,1 1 1 1,5.432,1 1 1 1,242.6,1 2 1 2,26.54,1 1 1 1,1009.646,1 1 1 1,0.99,1 1 1 1,24.68,1 1 1 1,312.9,1 1 1 1,8.05,1 1 1 1,9.21,1 1 1 1,101.2,1 1 1 1,8.4,1 1 1 1,1.36,1 1 1 1,-2.935,4 1 1 1,40.68,4 1 1 1,9.32,1 1 1 1,565.28,1 1 1 1,134.56,1 1 1 1,780.4,1 1 1 1,2532.4,1 3 1 1,1.03,1 2 2 2,23.28,1 2 2 2
7/19/2015 20:01,7.1,1 1 1 1,5.307,1 1 1 1,251.4,1 2 1 2,26.53,1 1 1 1,1009.628,1 1 1 1,0.99,1 1 1 1,24.66,1 1 1 1,312.6,1 1 1 1,8.05,1 1 3 1,9.21,1 1 1 1,101.1,1 1 1 1,8.4,1 1 1 1,1.344,1 1 1 1,-2.978,4 1 1 1,40.73,4 1 1 1,9.1,1 1 1 1,577.12,1 1 1 1,142.72,1 1 1 1,826.4,1 1 1 1,2523.6,1 1 1 1,0.96,1 2 2 2,23.33,1 2 2 2
7/19/2015 20:16,6.3,1 1 1 1,4.624,1 1 1 1,249.7,1 2 1 2,26.66,1 1 1 1,1009.358,1 1 1 1,0.987,1 1 1 1,24.69,1 1 1 1,312.4,1 1 1 1,8.05,1 1 3 1,9.03,1 1 1 1,101.3,1 1 1 1,8.41,1 1 1 1,1.456,1 1 1 1,-3.008,4 1 1 1,40.62,4 1 1 1,9.12,1 1 1 1,553.44,1 1 1 1,124.68,1 1 1 1,701.6,1 1 1 1,2532,1 1 1 1,0.89,1 2 2 2,23.26,1 2 2 2
7/19/2015 20:31,6.5,1 1 1 1,4.097,1 1 1 1,252.9,1 2 1 2,26.59,1 1 1 1,1008.954,1 1 1 1,0.98,1 1 1 1,24.63,1 1 1 1,312.4,1 1 1 1,8.05,1 1 3 1,8.91,1 1 1 1,100.4,1 1 1 1,8.35,1 1 1 1,1.251,1 1 1 1,-3.025,4 1 1 1,40.74,4 3 1 1,8.7,1 1 1 1,531.92,1 1 1 1,126.84,1 1 1 1,744.8,1 1 1 1,2538.8,1 3 1 1,0.96,1 2 2 2,23.2,1 2 2 2
7/19/2015 20:46,5.8,1 1 1 1,4.217,1 1 1 1,247,1 2 1 2,26.53,1 1 1 1,1008.939,1 1 1 1,0.98,1 1 1 1,24.63,1 1 1 1,312.5,1 1 1 1,8.04,1 1 1 1,8.8,1 1 1 1,100,1 1 1 1,8.32,1 1 1 1,1.255,1 1 1 1,-3.056,4 1 1 1,40.77,4 3 1 1,8.68,1 1 1 1,549.96,1 1 1 1,127.04,1 1 1 1,719.2,1 1 1 1,2527.6,1 1 1 1,1.03,1 2 2 2,23.31,1 2 2 2
7/19/2015 21:01,4.9,1 1 1 1,3.68,1 1 1 1,252.3,1 2 1 2,26.47,1 1 1 1,1008.96,1 1 1 1,0.98,1 1 1 1,24.68,1 1 1 1,312.1,1 1 1 1,8.04,1 1 1 1,8.53,1 1 1 1,99.8,1 1 1 1,8.29,1 1 1 1,1.255,1 1 1 1,-3.093,4 1 1 1,40.72,4 1 1 1,8.68,1 1 1 1,537.32,1 1 1 1,131.56,1 1 1 1,727.2,1 1 1 1,2537.6,1 3 1 1,0.96,1 2 2 2,23.25,1 2 2 2
7/19/2015 21:16,5.1,1 1 1 1,3.54,1 1 1 1,257.8,1 2 1 2,26.61,1 1 1 1,1008.908,1 1 1 1,0.98,1 1 1 1,24.62,1 1 1 1,312,1 1 1 1,8.02,1 1 1 1,8.57,1 1 1 1,99.1,1 1 1 1,8.24,1 1 1 1,1.221,1 1 1 1,-3.118,4 1 1 1,40.91,4 3 1 1,8.73,1 1 1 1,525.04,1 1 1 1,123.44,1 1 1 1,700.8,1 1 1 1,2544.4,1 3 1 1,0.96,1 2 2 2,23.24,1 2 2 2
7/19/2015 21:31,3.8,1 1 1 1,2.712,1 1 1 1,262,1 2 1 2,26.34,1 1 1 1,1008.892,1 1 1 1,0.98,1 1 1 1,24.6,1 1 1 1,312,1 1 1 1,8.03,1 1 1 1,8.56,1 1 1 1,99,1 1 1 1,8.23,1 1 1 1,1.203,1 1 1 1,-3.12,4 1 1 1,40.94,4 3 1 1,8.48,1 1 1 1,527.88,1 1 1 1,117,1 1 1 1,785.2,1 1 1 1,2546,1 3 1 1,0.96,1 2 2 2,23.19,1 2 2 2
7/19/2015 21:46,3.5,1 1 1 1,2.638,1 1 1 1,254.9,1 2 1 2,26.05,1 1 1 1,1008.95,1 1 1 1,0.98,1 1 1 1,24.58,1 1 1 1,311.9,1 1 1 1,8.03,1 1 3 1,8.52,1 1 1 1,98.8,1 1 1 1,8.22,1 1 1 1,1.168,1 1 1 1,-3.158,4 1 1 1,40.96,4 3 1 1,8.7,1 1 1 1,523.28,1 1 1 1,118,1 1 1 1,717.2,1 1 1 1,2542.8,1 3 1 1,0.96,1 2 2 2,23.18,1 2 2 2
7/19/2015 22:01,5.6,1 1 1 1,3.268,1 1 1 1,255.4,1 2 1 2,25.68,1 1 1 1,1008.83,1 1 1 1,0.98,1 1 1 1,24.58,1 1 1 1,311.6,1 1 1 1,8.03,1 1 3 1,8.47,1 1 1 1,98.7,1 1 1 1,8.21,1 1 1 1,1.179,1 1 1 1,-3.166,4 1 1 1,40.89,4 3 1 1,8.63,1 1 1 1,516.32,1 1 1 1,92.52,1 1 1 1,634,1 1 1 1,2548.4,1 3 1 1,0.96,1 2 2 2,23.13,1 2 2 2
