timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,pH,pH_flags,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen_saturation_flags,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,NO3M_suna,NO3M_suna_flags,NO3_suna,NO3_suna_flags
6/25/2016 20:31,4,1 1 1 1,3.243,1 1 3 1,97.3,1 2 1 2,23.98,1 1 1 1,1020.726,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,73.45,1 1 1 1,1.0288,1 1 1 1
6/25/2016 20:46,4.1,1 1 1 1,3.33,1 1 4 1,99.2,1 2 1 2,24.02,1 1 3 1,1020.515,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,73.17,1 1 1 1,1.0249,1 1 1 1
6/25/2016 21:01,4.5,1 1 1 1,3.317,1 1 4 1,94.4,1 2 1 2,24,1 1 3 1,1020.38,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,74.25,1 1 1 1,1.04,1 1 1 1
6/25/2016 21:16,4.2,1 1 1 1,3.352,1 1 4 1,93.1,1 2 1 2,23.99,1 1 3 1,1020.263,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,74.19,1 1 1 1,1.0392,1 1 1 1
6/25/2016 21:31,4.2,1 1 1 1,3.361,1 1 4 1,98.9,1 2 1 2,24.24,1 1 1 1,1020.185,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,74.02,1 1 1 1,1.0368,1 1 1 1
6/25/2016 21:46,4.1,1 1 1 1,3.277,1 1 4 1,97.6,1 2 1 2,24.31,1 1 1 1,1019.963,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,73.06,1 1 1 1,1.0233,1 1 1 1
6/25/2016 22:01,4.6,1 1 1 1,3.579,1 1 1 1,96.2,1 2 1 2,24.33,1 1 1 1,1019.808,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,73.04,1 1 1 1,1.023,1 1 1 1
6/25/2016 22:16,4.5,1 1 1 1,3.513,1 1 1 1,102.7,1 2 1 2,24.39,1 1 1 1,1019.433,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,73.09,1 1 1 1,1.0237,1 1 1 1
6/25/2016 22:31,4.2,1 1 1 1,3.527,1 1 1 1,105.2,1 2 1 2,24.49,1 1 1 1,1019.134,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,72.38,1 1 1 1,1.0138,1 1 1 1
6/25/2016 22:46,5.1,1 1 1 1,4.178,1 1 1 1,111.2,1 2 1 2,24.47,1 1 3 1,1018.877,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,72.24,1 1 1 1,1.0119,1 1 1 1
6/25/2016 23:01,5.5,1 1 1 1,4.26,1 1 3 1,115,1 2 1 2,24.45,1 1 3 1,1018.826,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,71.92,1 1 1 1,1.0074,1 1 1 1
6/25/2016 23:16,5.2,1 1 1 1,4.298,1 1 3 1,118.2,1 2 1 2,24.44,1 1 3 1,1018.92,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,71.13,1 1 1 1,0.9963,1 1 1 1
6/25/2016 23:31,5.5,1 1 1 1,4.244,1 1 3 1,119.1,1 2 1 2,24.46,1 1 3 1,1018.99,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,70.89,1 1 1 1,0.993,1 1 1 1
6/25/2016 23:46,5.7,1 1 1 1,4.599,1 1 1 1,120.4,1 2 1 2,24.28,1 1 1 1,1018.874,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,71.18,1 1 1 1,0.997,1 1 1 1
6/26/2016 0:01,5.4,1 1 1 1,4.583,1 1 1 1,115.5,1 2 1 2,24.12,1 1 1 1,1018.837,1 1 1 1,0,1 3 1 1,0,1 3 1 1,0,1 3 1 1,0,1 3 1 1,0,1 1 1 1,0,1 3 1 1,0,1 3 1 1,0,1 1 1 1,0,1 1 1 1,0,1 1 1 1,70.77,1 1 1 1,0.9912,1 1 1 1
6/26/2016 0:16,5.3,1 1 1 1,4.172,1 1 1 1,121.5,1 2 1 2,23.98,1 1 1 1,1018.912,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,70.8,1 1 1 1,0.9917,1 1 1 1
6/26/2016 0:31,5.5,1 1 1 1,4.34,1 1 1 1,122.2,1 2 1 2,23.58,1 1 1 1,1018.841,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,70,1 1 1 1,0.9805,1 1 1 1
6/26/2016 0:46,5.9,1 1 1 1,4.642,1 1 1 1,123.9,1 2 1 2,23.23,1 1 1 1,1018.719,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,70.16,1 1 1 1,0.9827,1 1 1 1
6/26/2016 1:01,5.6,1 1 1 1,4.384,1 1 1 1,124.3,1 2 1 2,22.8,1 1 1 1,1018.587,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,70.08,1 1 1 1,0.9815,1 1 1 1
6/26/2016 1:16,5.2,1 1 1 1,4.312,1 1 1 1,126.2,1 2 1 2,22.3,1 1 1 1,1018.409,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,69.79,1 1 1 1,0.9776,1 1 1 1
6/26/2016 1:31,5.8,1 1 1 1,4.339,1 1 1 1,124.2,1 2 1 2,22.21,1 1 1 1,1018.488,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,68,1 1 1 1,0.9524,1 1 1 1
6/26/2016 1:46,6.1,1 1 1 1,4.687,1 1 1 1,127.4,1 2 1 2,22.26,1 1 1 1,1018.514,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,67.95,1 1 1 1,0.9517,1 1 1 1
6/26/2016 2:01,5.9,1 1 1 1,4.68,1 1 1 1,129.4,1 2 1 2,22.28,1 1 3 1,1018.495,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,67.86,1 1 1 1,0.9506,1 1 1 1
6/26/2016 2:16,5.6,1 1 1 1,4.55,1 1 1 1,133.1,1 2 1 2,22.28,1 1 3 1,1018.78,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,67.99,1 1 1 1,0.9523,1 1 1 1
6/26/2016 2:31,5.5,1 1 1 1,4.153,1 1 1 1,132.8,1 2 1 2,22.31,1 1 3 1,1019.178,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,67.87,1 1 1 1,0.9506,1 1 1 1
6/26/2016 2:46,4.7,1 1 1 1,3.927,1 1 1 1,133.2,1 2 1 2,22.32,1 1 3 1,1019.307,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,67.84,1 1 1 1,0.9502,1 1 1 1
6/26/2016 3:01,4.6,1 1 1 1,3.637,1 1 1 1,129.8,1 2 1 2,22.41,1 1 1 1,1019.417,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,67.56,1 1 1 1,0.9462,1 1 1 1
6/26/2016 3:16,4.6,1 1 1 1,3.628,1 1 1 1,131.4,1 2 1 2,22.37,1 1 1 1,1019.502,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,67.48,1 1 1 1,0.9452,1 1 1 1
6/26/2016 3:31,4.6,1 1 1 1,3.284,1 1 1 1,135.7,1 2 1 2,22.3,1 1 1 1,1019.54,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,67.05,1 1 1 1,0.9392,1 1 1 1
6/26/2016 3:46,4.9,1 1 1 1,3.494,1 1 1 1,133.4,1 2 1 2,22.18,1 1 1 1,1019.501,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.83,1 1 1 1,0.9361,1 1 1 1
6/26/2016 4:01,4.9,1 1 1 1,3.481,1 1 1 1,134,1 2 1 2,22.14,1 1 1 1,1019.606,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.22,1 1 1 1,0.9275,1 1 1 1
6/26/2016 4:16,5,1 1 1 1,3.888,1 1 1 1,138,1 2 1 2,22.14,1 1 1 1,1019.477,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.01,1 1 1 1,0.9246,1 1 1 1
6/26/2016 4:31,5.7,1 1 1 1,4.393,1 1 1 1,142,1 2 1 2,22.05,1 1 1 1,1019.432,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,65.6,1 1 1 1,0.9189,1 1 1 1
6/26/2016 4:46,5.2,1 1 1 1,4.193,1 1 1 1,141.9,1 2 1 2,22.02,1 1 3 1,1019.333,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,65.44,1 1 1 1,0.9166,1 1 1 1
6/26/2016 5:01,4.5,1 1 1 1,3.42,1 1 1 1,146.1,1 2 1 2,22.04,1 1 3 1,1019.239,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,65.5,1 1 1 1,0.9175,1 1 1 1
6/26/2016 5:16,3.9,1 1 1 1,2.76,1 1 1 1,138,1 2 1 2,22.03,1 1 3 1,1019.327,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.51,1 1 1 1,0.9316,1 1 1 1
6/26/2016 5:31,4.7,1 1 1 1,3.42,1 1 1 1,137.1,1 2 1 2,22.07,1 1 3 1,1019.22,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.66,1 1 1 1,0.9336,1 1 1 1
6/26/2016 5:46,5.9,1 1 1 1,4.281,1 1 1 1,141.2,1 2 1 2,22.07,1 1 3 1,1018.784,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.35,1 1 1 1,0.9294,1 1 1 1
6/26/2016 6:01,5.8,1 1 1 1,4.649,1 1 1 1,148.8,1 2 1 2,22,1 1 1 1,1018.491,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.57,1 1 1 1,0.9325,1 1 1 1
6/26/2016 6:16,5.7,1 1 1 1,4.629,1 1 1 1,155.9,1 2 1 2,21.92,1 1 1 1,1018.316,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.4,1 1 1 1,0.93,1 1 1 1
6/26/2016 6:31,6.3,1 1 1 1,4.963,1 1 1 1,156.7,1 2 1 2,21.65,1 1 1 1,1018.29,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.27,1 1 1 1,0.9282,1 1 1 1
6/26/2016 6:46,6.6,1 1 1 1,5.176,1 1 1 1,159.5,1 2 1 2,21.38,1 1 1 1,1018.284,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.17,1 1 1 1,0.9269,1 1 1 1
6/26/2016 7:01,5.8,1 1 1 1,4.84,1 1 1 1,168.6,1 2 1 2,21.42,1 1 1 1,1018.203,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,66.13,1 1 1 1,0.9262,1 1 1 1
6/26/2016 7:16,6,1 1 1 1,4.89,1 1 1 1,169.2,1 2 1 2,21.42,1 1 1 1,1018.031,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,65.18,1 1 1 1,0.913,1 1 1 1
6/26/2016 7:31,6.3,1 1 1 1,5.113,1 1 1 1,170.4,1 2 1 2,21.43,1 1 1 1,1017.75,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,64.58,1 1 1 1,0.9045,1 1 1 1
6/26/2016 7:46,6.6,1 1 1 1,5.211,1 1 1 1,173.3,1 2 1 2,21.35,1 1 1 1,1017.661,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,64.57,1 1 1 1,0.9044,1 1 1 1
6/26/2016 8:01,7.4,1 1 1 1,5.544,1 1 1 1,181.9,1 2 1 2,21.32,1 1 1 1,1017.791,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,64.39,1 1 1 1,0.9019,1 1 1 1
6/26/2016 8:16,6.8,1 1 1 1,5.372,1 1 1 1,185.5,1 2 1 2,21.27,1 1 1 1,1017.817,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,63.84,1 1 1 1,0.8941,1 1 1 1
6/26/2016 8:31,6.8,1 1 1 1,5.396,1 1 1 1,187.5,1 2 1 2,21.19,1 1 1 1,1017.762,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,64.16,1 1 1 1,0.8987,1 1 1 1
6/26/2016 8:46,6.6,1 1 1 1,5.28,1 1 1 1,189.1,1 2 1 2,21.2,1 1 1 1,1017.754,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,63.71,1 1 1 1,0.8924,1 1 1 1
6/26/2016 9:01,6.8,1 1 1 1,5.647,1 1 1 1,188.8,1 2 1 2,21.11,1 1 1 1,1017.676,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,64.25,1 1 1 1,0.9,1 1 1 1
6/26/2016 9:16,7.4,1 1 1 1,5.747,1 1 1 1,191.1,1 2 1 2,21.14,1 1 3 1,1017.466,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,64.1,1 1 1 1,0.8979,1 1 1 1
6/26/2016 9:31,7.2,1 1 1 1,5.889,1 1 1 1,189.8,1 2 1 2,21.16,1 1 3 1,1017.32,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,64.34,1 1 1 1,0.9011,1 1 1 1
6/26/2016 9:46,7.2,1 1 1 1,5.229,1 1 1 1,190.6,1 2 1 2,21.13,1 1 3 1,1017.423,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,63.64,1 1 1 1,0.8914,1 1 1 1
6/26/2016 10:01,5.9,1 1 1 1,4.876,1 1 1 1,191.1,1 2 1 2,21.1,1 1 1 1,1017.533,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,61.66,1 1 1 1,0.8637,1 1 1 1
6/26/2016 10:16,6.5,1 1 1 1,5.026,1 1 1 1,191.7,1 2 1 2,21.08,1 1 1 1,1017.639,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,62.84,1 1 1 1,0.8802,1 1 1 1
6/26/2016 10:31,6.3,1 1 1 1,5.154,1 1 1 1,192.3,1 2 1 2,21.06,1 1 1 1,1017.707,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,63.86,1 1 1 1,0.8945,1 1 1 1
6/26/2016 10:46,6.5,1 1 1 1,5.397,1 1 1 1,192.1,1 2 1 2,21,1 1 1 1,1017.74,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,63.08,1 1 1 1,0.8836,1 1 1 1
6/26/2016 11:01,6.2,1 1 1 1,5.051,1 1 1 1,192.3,1 2 1 2,21.08,1 1 1 1,1017.817,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,62.87,1 1 1 1,0.8805,1 1 1 1
6/26/2016 11:16,6.1,1 1 1 1,4.802,1 1 1 1,198.4,1 2 1 2,21.09,1 1 1 1,1017.962,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,61.98,1 1 1 1,0.8681,1 1 1 1
6/26/2016 11:31,5.5,1 1 1 1,4.319,1 1 1 1,198.6,1 2 1 2,21.18,1 1 1 1,1018.031,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,61.07,1 1 1 1,0.8554,1 1 1 1
6/26/2016 11:46,5.4,1 1 1 1,4.58,1 1 1 1,198.4,1 2 1 2,21.3,1 1 1 1,1018.036,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,62.64,1 1 1 1,0.8774,1 1 1 1
6/26/2016 12:01,5.9,1 1 1 1,4.669,1 1 3 1,203.1,1 2 1 2,21.89,1 1 1 1,1018.078,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,63.26,1 1 1 1,0.8861,1 1 1 1
6/26/2016 12:16,5.9,1 1 1 1,4.689,1 1 3 1,200,1 2 1 2,21.74,1 1 1 1,1018.152,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,62.77,1 1 1 1,0.8792,1 1 1 1
6/26/2016 12:31,5.6,1 1 1 1,4.589,1 1 3 1,199.2,1 2 1 2,21.6,1 1 1 1,1018.23,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,62.59,1 1 1 1,0.8767,1 1 1 1
6/26/2016 12:46,5.5,1 1 1 1,4.448,1 1 1 1,196.6,1 2 1 2,21.93,1 1 1 1,1018.279,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,63,1 1 1 1,0.8824,1 1 1 1
6/26/2016 13:01,5.5,1 1 1 1,4.456,1 1 1 1,200.7,1 2 1 2,22.4,1 1 1 1,1018.357,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,62.96,1 1 1 1,0.8819,1 1 1 1
6/26/2016 13:16,5,1 1 1 1,4.047,1 1 1 1,204,1 2 1 2,22.77,1 1 1 1,1018.441,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,63.59,1 1 1 1,0.8907,1 1 1 1
6/26/2016 13:31,5.2,1 1 1 1,4.196,1 1 1 1,204.8,1 2 1 2,23.46,1 1 1 1,1018.317,1 1 1 1,0,1 3 1 1,0,1 3 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 3 4 1,0,1 3 4 1,0,1 1 4 1,0,1 1 4 1,0,1 1 4 1,63.36,1 1 1 1,0.8874,1 1 1 1
