timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,ph,ph_mV,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags
8/13/2015 8:46,9.1,1 1 1 1,6.751,1 1 1 1,273.1,1 2 1 2,20.92,1 1 1 1,1017.836,1 1 1 1,0.992,1 1 1 1,23.95,1 1 1 1,255,1 1 1 1,9.18,1 1 1 1,27.01,1 1 1 1,128.9,1 1 1 1,10.85,1 1 1 1,0.647,1 1 1 1,2.34,1 1 1 1,11.1,1 1 1 1
8/13/2015 9:01,8.1,1 1 1 1,7.007,1 1 1 1,260,1 2 1 2,20.76,1 1 1 1,1017.924,1 1 1 1,0.997,1 1 1 1,23.94,1 1 1 1,255.1,1 1 1 1,9.17,1 1 1 1,14.28,1 1 1 1,127.9,1 1 1 1,10.77,1 1 1 1,0.622,1 1 1 1,2.23,1 1 1 1,11.1,1 1 1 1
8/13/2015 9:16,8.5,1 1 1 1,6.588,1 1 1 1,248.2,1 2 1 2,20.78,1 1 1 1,1018.005,1 1 1 1,0.991,1 1 1 1,23.92,1 1 1 1,254.9,1 1 1 1,9.18,1 1 1 1,14.28,1 1 1 1,127.7,1 1 1 1,10.76,1 1 1 1,0.652,1 1 1 1,2.177,1 1 1 1,11.04,1 1 1 1
8/13/2015 9:31,8.1,1 1 1 1,6.493,1 1 1 1,240.1,1 2 1 2,20.74,1 1 1 1,1018.277,1 1 1 1,0.992,1 1 1 1,23.9,1 1 1 1,255.1,1 1 1 1,9.17,1 1 1 1,14.42,1 1 1 1,126.9,1 1 1 1,10.69,1 1 1 1,0.673,1 1 1 1,2.24,1 1 1 1,11.1,1 1 1 1
8/13/2015 9:46,8.7,1 1 1 1,6.886,1 1 1 1,232.1,1 2 1 2,20.36,1 1 1 1,1018.286,1 1 1 1,0.999,1 1 1 1,23.9,1 1 1 1,255.3,1 1 1 1,9.17,1 1 3 1,12.96,1 1 1 1,126.2,1 1 1 1,10.63,1 1 1 1,0.675,1 1 1 1,2.204,1 1 1 1,11.11,1 1 1 1
8/13/2015 10:01,9,1 1 1 1,7.078,1 1 1 1,224.5,1 2 1 2,20.13,1 1 1 1,1018.164,1 1 1 1,0.998,1 1 1 1,23.89,1 1 1 1,255.3,1 1 1 1,9.17,1 1 3 1,16.06,1 1 1 1,125.6,1 1 1 1,10.58,1 1 1 1,0.632,1 1 1 1,1.848,1 1 1 1,11.09,1 1 1 1
8/13/2015 10:16,9.2,1 1 1 1,7.448,1 1 1 1,222.5,1 2 1 2,20.07,1 1 1 1,1018.173,1 1 1 1,0.993,1 1 1 1,23.89,1 1 1 1,255.4,1 1 1 1,9.17,1 1 3 1,12.71,1 1 1 1,124.9,1 1 1 1,10.53,1 1 1 1,0.635,1 1 1 1,1.74,1 1 1 1,11.06,1 1 1 1
8/13/2015 10:31,9.7,1 1 1 1,7.626,1 1 1 1,219.6,1 2 1 2,19.72,1 1 1 1,1018.098,1 1 1 1,0.999,1 1 1 1,23.88,1 1 1 1,255.5,1 1 1 1,9.16,1 1 1 1,12.58,1 1 1 1,124.1,1 1 1 1,10.47,1 1 1 1,0.651,1 1 1 1,1.607,1 1 1 1,11.09,1 1 1 1
8/13/2015 10:46,9.3,1 1 1 1,7.604,1 1 1 1,212.8,1 2 1 2,19.67,1 1 1 1,1018.04,1 1 1 1,0.998,1 1 1 1,23.87,1 1 1 1,255.8,1 1 1 1,9.16,1 1 4 1,13.43,1 1 1 1,123.1,1 1 1 1,10.38,1 1 1 1,0.636,1 1 1 1,1.533,1 1 1 1,11.12,1 1 1 1
8/13/2015 11:01,8.7,1 1 1 1,5.552,1 1 1 3,208.8,1 2 1 2,19.55,1 1 1 1,1018.02,1 1 1 1,1,1 1 1 1,23.86,1 1 1 1,255.6,1 1 1 1,9.16,1 1 4 1,13.77,1 1 1 1,123.1,1 1 1 1,10.39,1 1 1 1,0.586,1 1 1 1,1.496,1 1 1 1,11.07,1 1 1 1
8/13/2015 11:16,9.9,1 1 1 1,7.678,1 1 1 1,216.5,1 2 1 2,19.45,1 1 1 1,1017.973,1 1 1 1,0.997,1 1 1 1,23.85,1 1 1 1,255.3,1 1 1 1,9.16,1 1 4 1,13.93,1 1 1 1,123.4,1 1 1 1,10.41,1 1 1 1,0.586,1 1 1 1,1.444,1 1 1 1,11,1 1 1 1
8/13/2015 11:31,10.4,1 1 1 1,7.86,1 1 1 1,224.3,1 2 1 2,19.5,1 1 1 1,1018.172,1 1 1 1,0.992,1 1 1 1,23.84,1 1 1 1,255.2,1 1 1 1,9.16,1 1 4 1,13.4,1 1 1 1,123.2,1 1 1 1,10.4,1 1 1 1,0.629,1 1 1 1,1.608,1 1 1 1,10.98,1 1 1 1
8/13/2015 11:46,10.4,1 1 1 1,7.579,1 1 1 1,234.1,1 2 1 2,19.59,1 1 1 1,1018.579,1 1 1 1,0.999,1 1 1 1,23.84,1 1 3 1,255.2,1 1 1 1,9.16,1 1 4 1,13.55,1 1 1 1,123.1,1 1 1 1,10.38,1 1 1 1,0.593,1 1 1 1,1.487,1 1 1 1,10.97,1 1 1 1
8/13/2015 12:01,10.3,1 1 1 1,7.846,1 1 1 1,241.4,1 2 1 2,19.59,1 1 1 1,1019.012,1 1 1 1,1,1 1 1 1,23.84,1 1 3 1,255.2,1 1 1 1,9.16,1 1 4 1,13.03,1 1 1 1,123,1 1 1 1,10.38,1 1 1 1,0.603,1 1 1 1,1.502,1 1 1 1,11,1 1 1 1
8/13/2015 12:16,10.5,1 1 1 1,8.43,1 1 1 1,231.9,1 2 1 2,19.57,1 1 1 1,1019.066,1 1 1 1,1,1 1 1 1,23.84,1 1 3 1,255.4,1 1 1 1,9.16,1 1 4 1,13.99,1 1 1 1,122.5,1 1 1 1,10.34,1 1 1 1,0.547,1 1 1 1,1.636,1 1 1 1,11.03,1 1 1 1
8/13/2015 12:31,11.5,1 1 1 1,8.81,1 1 1 1,230.6,1 2 1 2,19.46,1 1 1 1,1019.204,1 1 1 1,0.999,1 1 1 1,23.83,1 1 1 1,255.6,1 1 1 1,9.16,1 1 4 1,13.2,1 1 1 1,122.2,1 1 1 1,10.31,1 1 1 1,0.567,1 1 1 1,1.636,1 1 1 1,11.08,1 1 1 1
8/13/2015 12:46,11.1,1 1 1 1,9.18,1 1 1 1,235,1 2 1 2,19.39,1 1 1 1,1019.574,1 1 1 1,1,1 1 1 1,23.82,1 1 1 1,255.6,1 1 1 1,9.16,1 1 4 1,13.09,1 1 1 1,122.1,1 1 1 1,10.3,1 1 1 1,0.59,1 1 1 1,1.671,1 1 1 1,11.08,1 1 1 1
8/13/2015 13:01,12.2,1 1 1 1,9.7,1 1 1 1,233.7,1 2 1 2,19.99,1 1 1 1,1019.787,1 1 1 1,1,1 1 1 1,23.81,1 1 1 1,255.6,1 1 1 1,9.16,1 1 4 1,12.64,1 1 1 1,122.3,1 1 1 1,10.32,1 1 1 1,0.557,1 1 1 1,1.714,1 1 1 1,11.09,1 1 1 1
8/13/2015 13:16,11.5,1 1 1 1,9.74,1 1 1 1,225.9,1 2 1 2,20.44,1 1 1 1,1019.74,1 1 1 1,1,1 1 1 1,23.82,1 1 1 1,255.7,1 1 1 1,9.16,1 1 4 1,13.33,1 1 1 1,122.5,1 1 1 1,10.34,1 1 1 1,0.569,1 1 1 1,1.744,1 1 1 1,11.15,1 1 1 1
8/13/2015 13:31,12.1,1 1 1 1,9.73,1 1 1 1,218.7,1 2 1 2,20.48,1 1 1 1,1019.378,1 1 1 1,0.999,1 1 1 1,23.81,1 1 1 1,255.6,1 1 1 1,9.16,1 1 4 1,13.49,1 1 1 1,122.7,1 1 1 1,10.36,1 1 1 1,0.603,1 1 1 1,1.915,1 1 1 1,11.14,1 1 1 1
8/13/2015 13:46,12.2,1 1 1 1,9.84,1 1 1 1,223.7,1 2 1 2,20.52,1 1 1 1,1019.223,1 1 1 1,0.998,1 1 1 1,23.81,1 1 1 1,255.6,1 1 3 1,9.17,1 1 1 1,14.39,1 1 1 1,123,1 1 1 1,10.38,1 1 1 1,0.587,1 1 1 1,1.991,1 1 1 1,11.14,1 1 1 1
8/13/2015 14:01,12.9,1 1 1 1,10.28,1 1 1 1,229.9,1 2 1 2,20.85,1 1 1 1,1019.204,1 1 1 1,0.998,1 1 1 1,23.81,1 1 1 1,255.6,1 1 3 1,9.16,1 1 1 1,13.22,1 1 1 1,123.5,1 1 1 1,10.42,1 1 1 1,0.599,1 1 1 1,2.141,1 1 1 1,11.17,1 1 1 1
8/13/2015 14:16,12.9,1 1 1 1,10.37,1 1 1 1,230.1,1 2 1 2,21.09,1 1 1 1,1019.157,1 1 1 1,0.998,1 1 1 1,23.82,1 1 1 1,255.6,1 1 3 1,9.17,1 1 1 1,10.31,1 1 1 1,123.6,1 1 1 1,10.44,1 1 1 1,0.647,1 1 1 1,1.953,1 1 1 1,11.19,1 1 1 1
8/13/2015 14:31,13.3,1 1 1 1,10.7,1 1 1 1,232.5,1 2 1 2,21.44,1 1 1 1,1019.155,1 1 1 1,0.996,1 1 1 1,23.82,1 1 3 1,255.6,1 1 3 1,9.16,1 1 1 1,14.36,1 1 1 1,123.2,1 1 1 1,10.4,1 1 1 1,0.614,1 1 1 1,2.037,1 1 1 1,11.17,1 1 1 1
8/13/2015 14:46,13.2,1 1 1 1,10.63,1 1 1 1,236.9,1 2 1 2,21.58,1 1 1 1,1019.314,1 1 1 1,0.99,1 1 1 1,23.82,1 1 3 1,255.7,1 1 1 1,9.16,1 1 1 1,13.26,1 1 1 1,123.2,1 1 1 1,10.4,1 1 1 1,0.598,1 1 1 1,1.944,1 1 1 1,11.18,1 1 1 1
8/13/2015 15:01,13.2,1 1 1 1,10.66,1 1 1 1,233.7,1 2 1 2,21.88,1 1 1 1,1019.371,1 1 1 1,0.987,1 1 1 1,23.82,1 1 3 1,255.7,1 1 1 1,9.15,1 1 1 1,13.68,1 1 1 1,123.1,1 1 1 1,10.39,1 1 1 1,0.582,1 1 1 1,1.938,1 1 1 1,11.2,1 1 1 1
8/13/2015 15:16,15.3,1 1 1 1,11.15,1 1 1 1,237.1,1 2 1 2,21.91,1 1 1 1,1019.492,1 1 1 1,0.983,1 1 1 1,23.83,1 1 1 1,255.6,1 1 1 1,9.15,1 1 1 1,13.38,1 1 1 1,123.2,1 1 1 1,10.4,1 1 1 1,0.591,1 1 1 1,1.667,1 1 1 1,11.12,1 1 1 1
8/13/2015 15:31,12.6,1 1 1 1,10.33,1 1 1 1,230.9,1 2 1 2,22.11,1 1 1 1,1019.347,1 1 1 1,0.987,1 1 1 1,23.82,1 1 1 1,255.5,1 1 1 1,9.14,1 1 1 1,14.08,1 1 1 1,123.1,1 1 1 1,10.4,1 1 1 1,0.585,1 1 1 1,1.808,1 1 1 1,11.14,1 1 1 1
8/13/2015 15:46,13,1 1 1 1,10.23,1 1 1 1,235.3,1 2 1 2,22.41,1 1 1 1,1019.242,1 1 1 1,0.981,1 1 1 1,23.83,1 1 1 1,255.6,1 1 1 1,9.15,1 1 1 1,13.85,1 1 1 1,123.5,1 1 1 1,10.43,1 1 1 1,0.579,1 1 1 1,1.794,1 1 1 1,11.14,1 1 1 1
8/13/2015 16:01,12.6,1 1 1 1,9.93,1 1 1 1,235.7,1 2 1 2,22.7,1 1 1 1,1019.181,1 1 1 1,0.983,1 1 1 1,23.83,1 1 1 1,255.7,1 1 1 1,9.15,1 1 1 1,10.8,1 1 1 1,123.6,1 1 1 1,10.43,1 1 1 1,0.574,1 1 1 1,1.923,1 1 1 1,11.19,1 1 1 1
8/13/2015 16:16,12.8,1 1 1 1,9.48,1 1 1 1,229.3,1 2 1 2,23,1 1 1 1,1019.082,1 1 1 1,0.991,1 1 1 1,23.83,1 1 1 1,255.7,1 1 1 1,9.15,1 1 1 1,13.74,1 1 1 1,123.5,1 1 1 1,10.43,1 1 1 1,0.555,1 1 1 1,1.762,1 1 1 1,11.18,1 1 1 1
8/13/2015 16:31,12.7,1 1 1 1,9.91,1 1 1 1,230.8,1 2 1 2,23.46,1 1 1 1,1018.922,1 1 1 1,0.99,1 1 1 1,23.84,1 1 1 1,255.6,1 1 1 1,9.16,1 1 1 1,14.08,1 1 1 1,123.9,1 1 1 1,10.46,1 1 1 1,0.574,1 1 1 1,1.902,1 1 1 1,11.2,1 1 1 1
8/13/2015 16:46,12.9,1 1 1 1,8.9,1 1 1 1,227.2,1 2 1 2,23.48,1 1 1 1,1018.597,1 1 1 1,0.989,1 1 1 1,23.86,1 1 1 1,255.6,1 1 1 1,9.17,1 1 1 1,15.03,1 1 1 1,124.5,1 1 1 1,10.5,1 1 1 1,0.579,1 1 1 1,1.983,1 1 1 1,11.15,1 1 1 1
8/13/2015 17:01,10.6,1 1 1 1,8.33,1 1 1 1,227.4,1 2 1 2,23.63,1 1 1 1,1018.459,1 1 1 1,0.981,1 1 1 1,23.89,1 1 1 1,255.4,1 1 1 1,9.17,1 1 3 1,14.72,1 1 1 1,125.1,1 1 1 1,10.55,1 1 1 1,0.556,1 1 1 1,1.931,1 1 1 1,11.09,1 1 1 1
8/13/2015 17:16,11,1 1 1 1,8.32,1 1 1 1,227.9,1 2 1 2,23.81,1 1 1 1,1018.352,1 1 1 1,0.983,1 1 1 1,23.91,1 1 1 1,255.3,1 1 1 1,9.17,1 1 3 1,14.3,1 1 1 1,125.7,1 1 1 1,10.59,1 1 1 1,0.587,1 1 1 1,2.023,1 1 1 1,11.08,1 1 1 1
8/13/2015 17:31,12.4,1 1 1 1,9.38,1 1 1 1,235.3,1 2 1 2,24.01,1 1 1 1,1018.607,1 1 1 1,0.985,1 1 1 1,23.9,1 1 1 1,255.2,1 1 1 1,9.17,1 1 3 1,13.19,1 1 1 1,126,1 1 1 1,10.62,1 1 1 1,0.57,1 1 1 1,2.127,1 1 1 1,11.07,1 1 1 1
8/13/2015 17:46,11.6,1 1 1 1,7.901,1 1 1 1,232.3,1 2 1 2,24.1,1 1 1 1,1018.474,1 1 1 1,0.973,1 1 1 1,23.93,1 1 1 1,255.1,1 1 1 1,9.18,1 1 1 1,14.06,1 1 1 1,126.4,1 1 1 1,10.65,1 1 1 1,0.603,1 1 1 1,1.973,1 1 1 1,10.97,1 1 1 1
8/13/2015 18:01,11,1 1 1 1,7.629,1 1 1 1,232.7,1 2 1 2,24.29,1 1 1 1,1018.392,1 1 1 1,0.983,1 1 1 1,23.97,1 1 1 1,254.8,1 1 1 1,9.19,1 1 1 1,9.79,1 1 1 1,127.7,1 1 1 1,10.74,1 1 1 1,0.615,1 1 1 1,1.979,1 1 1 1,10.9,1 1 1 1
8/13/2015 18:16,10.2,1 1 1 1,6.17,1 1 1 1,224.1,1 2 1 2,24.28,1 1 1 1,1018.213,1 1 1 1,0.992,1 1 1 1,23.97,1 1 1 1,254.9,1 1 1 1,9.18,1 1 1 1,10.95,1 1 1 1,127.5,1 1 1 1,10.73,1 1 1 1,0.631,1 1 1 1,2.067,1 1 1 1,10.94,1 1 1 1
8/13/2015 18:31,10.1,1 1 1 1,7.246,1 1 1 1,219.9,1 2 1 2,24.51,1 1 1 1,1018.045,1 1 1 1,0.991,1 1 1 1,23.99,1 1 1 1,254.9,1 1 1 1,9.18,1 1 1 1,20.04,1 1 1 1,128,1 1 1 1,10.77,1 1 1 1,0.666,1 1 1 1,1.983,1 1 1 1,10.96,1 1 1 1
8/13/2015 18:46,9.5,1 1 1 1,5.873,1 1 1 1,221.5,1 2 1 2,24.57,1 1 1 1,1017.934,1 1 1 1,0.998,1 1 1 1,24.02,1 1 1 1,254.8,1 1 1 1,9.18,1 1 1 1,15.31,1 1 1 1,128.8,1 1 1 1,10.83,1 1 1 1,0.665,1 1 1 1,2.239,1 1 1 1,10.92,1 1 1 1
8/13/2015 19:01,9.8,1 1 1 1,5.881,1 1 1 1,226.2,1 2 1 2,24.74,1 1 1 1,1017.882,1 1 1 1,0.997,1 1 1 1,24.02,1 1 1 1,254.8,1 1 1 1,9.19,1 1 1 1,17.23,1 1 1 1,128.8,1 1 1 1,10.84,1 1 1 1,0.667,1 1 1 1,2.586,1 1 1 1,10.96,1 1 1 1
8/13/2015 19:16,10.9,1 1 1 1,8.13,1 1 1 1,235.7,1 2 1 2,24.95,1 1 1 1,1017.922,1 1 1 1,0.987,1 1 1 1,24.07,1 1 1 1,254.7,1 1 1 1,9.19,1 1 1 1,13.76,1 1 1 1,130.1,1 1 1 1,10.94,1 1 1 1,0.711,1 1 1 1,3.13,1 1 1 1,10.92,1 1 1 1
8/13/2015 19:31,9.9,1 1 1 1,8.12,1 1 1 1,231.6,1 2 1 2,25.08,1 1 1 1,1017.753,1 1 1 1,0.98,1 1 1 1,24.09,1 1 1 1,254.6,1 1 1 1,9.2,1 1 1 1,15.24,1 1 1 1,131.2,1 1 1 1,11.02,1 1 1 1,0.691,1 1 1 1,3.783,1 1 1 1,10.9,1 1 1 1
8/13/2015 19:46,10.3,1 1 1 1,7.911,1 1 1 1,230.6,1 2 1 2,25.15,1 1 1 1,1017.542,1 1 1 1,0.98,1 1 1 1,24.12,1 1 1 1,254.5,1 1 1 1,9.21,1 1 1 1,14.39,1 1 1 1,131.9,1 1 1 1,11.07,1 1 1 1,0.704,1 1 1 1,2.467,1 1 1 1,10.88,1 1 1 1
8/13/2015 20:01,10.4,1 1 1 1,7.938,1 1 1 1,227.2,1 2 1 2,25.2,1 1 1 1,1017.492,1 1 1 1,0.982,1 1 1 1,24.15,1 1 1 1,254.4,1 1 1 1,9.22,1 1 1 1,14.81,1 1 1 1,132.7,1 1 1 1,11.14,1 1 1 1,0.696,1 1 1 1,3.232,1 1 1 1,10.85,1 1 1 1
8/13/2015 20:16,9.6,1 1 1 1,8.03,1 1 1 1,228.7,1 2 1 2,25.28,1 1 1 1,1017.41,1 1 1 1,0.987,1 1 1 1,24.17,1 1 1 1,254.4,1 1 1 1,9.22,1 1 3 1,12.67,1 1 1 1,133,1 1 1 1,11.16,1 1 1 1,0.712,1 1 1 1,2.496,1 1 1 1,10.84,1 1 1 1
8/13/2015 20:31,9.2,1 1 1 1,7.601,1 1 1 1,233.1,1 2 1 2,25.36,1 1 1 1,1017.419,1 1 3 1,0.98,1 1 1 1,24.17,1 1 1 1,254.3,1 1 1 1,9.22,1 1 3 1,13.79,1 1 1 1,133.5,1 1 1 1,11.2,1 1 1 1,0.713,1 1 1 1,2.159,1 1 1 1,10.83,1 1 1 1
8/13/2015 20:31,9.2,1 1 1 1,7.601,1 1 1 1,233.1,1 2 1 2,25.36,1 1 1 1,1017.419,1 1 3 1,0.98,1 1 1 1,24.17,1 1 1 1,254.3,1 1 1 1,9.22,1 1 3 1,13.79,1 1 1 1,133.5,1 1 1 1,11.2,1 1 1 1,0.713,1 1 1 1,2.159,1 1 1 1,10.83,1 1 1 1
8/13/2015 20:46,10,1 1 1 1,8.02,1 1 1 1,239.3,1 2 1 2,25.49,1 1 1 1,1017.459,1 1 3 1,0.98,1 1 1 1,24.21,1 1 1 1,254.1,1 1 1 1,9.23,1 1 1 1,12.83,1 1 1 1,134.5,1 1 1 1,11.27,1 1 1 1,0.746,1 1 1 1,2.689,1 1 1 1,10.77,1 1 1 1
8/13/2015 21:01,11,1 1 1 1,7.51,1 1 1 1,233.6,1 2 1 2,25.55,1 1 1 1,1017.32,1 1 1 1,0.98,1 1 1 1,24.21,1 1 1 1,254,1 1 1 1,9.22,1 1 1 1,20.88,1 1 1 1,134.5,1 1 1 1,11.27,1 1 1 1,0.738,1 1 1 1,2.518,1 1 1 1,10.72,1 1 1 1
8/13/2015 21:16,10.2,1 1 1 1,7.388,1 1 1 1,229.3,1 2 1 2,25.61,1 1 1 1,1017.258,1 1 1 1,0.98,1 1 1 1,24.2,1 1 1 1,254,1 1 1 1,9.22,1 1 1 1,13.53,1 1 1 1,134.2,1 1 1 1,11.25,1 1 1 1,0.771,1 1 1 1,1.973,1 1 1 1,10.7,1 1 1 1
8/13/2015 21:31,10.1,1 1 1 1,7.218,1 1 1 1,233.5,1 2 1 2,25.78,1 1 1 1,1017.166,1 1 1 1,0.98,1 1 1 1,24.21,1 1 1 1,253.9,1 1 1 1,9.22,1 1 1 1,9.9,1 1 1 1,134.7,1 1 1 1,11.29,1 1 1 1,0.766,1 1 1 1,2.575,1 1 1 1,10.68,1 1 1 1
8/13/2015 21:46,9.5,1 1 1 1,7.249,1 1 1 1,236.3,1 2 1 2,25.83,1 1 1 1,1017.223,1 1 1 1,0.979,1 1 1 1,24.2,1 1 1 1,253.9,1 1 1 1,9.23,1 1 1 1,34.58,1 1 1 1,134.3,1 1 1 1,11.25,1 1 1 1,0.745,1 1 1 1,5.433,1 1 1 1,10.66,1 1 1 1
8/13/2015 22:01,9.9,1 1 1 1,6.869,1 1 1 1,235.2,1 2 1 2,25.89,1 1 1 1,1017.137,1 1 1 1,0.98,1 1 1 1,24.21,1 1 1 1,253.8,1 1 1 1,9.23,1 1 1 1,73.28,1 1 1 3,134.5,1 1 1 1,11.27,1 1 1 1,0.751,1 1 1 1,11.22,1 3 1 4,10.62,1 1 1 1
8/13/2015 22:16,8,1 1 1 1,6.249,1 1 1 1,236.8,1 2 1 2,25.91,1 1 1 1,1017.092,1 1 1 1,0.98,1 1 1 1,24.19,1 1 1 1,253.8,1 1 1 1,9.22,1 1 1 1,14.15,1 1 1 1,133.8,1 1 1 1,11.22,1 1 1 1,0.72,1 1 1 1,2.696,1 1 1 3,10.65,1 1 1 1
8/13/2015 22:31,8.3,1 1 1 1,6.623,1 1 1 1,238.6,1 2 1 2,25.94,1 1 1 1,1017.107,1 1 1 1,0.98,1 1 1 1,24.2,1 1 1 1,253.7,1 1 1 1,9.22,1 1 1 1,14.58,1 1 1 1,134,1 1 1 1,11.23,1 1 1 1,0.715,1 1 1 1,2.266,1 1 1 1,10.6,1 1 1 1
8/13/2015 22:46,8.5,1 1 1 1,6.396,1 1 1 1,240.5,1 2 1 2,25.87,1 1 1 1,1017.04,1 1 1 1,0.98,1 1 1 1,24.22,1 1 1 1,253.6,1 1 1 1,9.23,1 1 1 1,13.06,1 1 1 1,134.9,1 1 1 1,11.3,1 1 1 1,0.736,1 1 1 1,2.77,1 1 1 1,10.54,1 1 1 1
8/13/2015 23:01,8.4,1 1 1 1,6.821,1 1 1 1,240.3,1 2 1 2,25.87,1 1 1 1,1016.957,1 1 1 1,0.98,1 1 1 1,24.22,1 1 1 1,253.5,1 1 1 1,9.24,1 1 1 1,10.52,1 1 1 1,135,1 1 1 1,11.31,1 1 1 1,0.761,1 1 1 1,2.858,1 1 1 1,10.51,1 1 1 1
8/13/2015 23:16,8.3,1 1 1 1,6.358,1 1 1 1,233,1 2 1 2,25.82,1 1 1 1,1016.849,1 1 1 1,0.98,1 1 1 1,24.2,1 1 1 1,253.4,1 1 1 1,9.24,1 1 1 1,13.31,1 1 1 1,134.4,1 1 1 1,11.26,1 1 1 1,0.778,1 1 1 1,2.424,1 1 1 1,10.45,1 1 1 1
8/13/2015 23:31,8.3,1 1 1 1,6.35,1 1 1 1,241.4,1 2 1 2,25.77,1 1 1 1,1016.88,1 1 1 1,0.98,1 1 1 1,24.19,1 1 1 1,253.4,1 1 1 1,9.23,1 1 1 1,11.47,1 1 1 1,133.1,1 1 1 1,11.16,1 1 1 1,0.676,1 1 1 1,2.831,1 1 1 1,10.4,1 1 1 1
8/13/2015 23:46,8.1,1 1 1 1,6.292,1 1 1 1,239.7,1 2 1 2,25.66,1 1 1 1,1016.729,1 1 1 1,0.98,1 1 1 1,24.18,1 1 1 1,253.3,1 1 1 1,9.23,1 1 1 1,15.03,1 1 1 1,132.5,1 1 1 1,11.11,1 1 1 1,0.632,1 1 1 1,2.607,1 1 1 1,10.37,1 1 1 1
8/14/2015 0:01,7.6,1 1 1 1,6.266,1 1 1 1,237.8,1 2 1 2,25.54,1 1 1 1,1016.829,1 1 1 1,0.98,1 1 1 1,24.17,1 1 1 1,253.1,1 1 1 1,9.23,1 1 1 1,37.09,1 1 1 1,132.6,1 1 1 1,11.12,1 1 1 1,0.655,1 1 1 1,2.667,1 1 1 1,10.29,1 1 1 1
8/14/2015 0:16,7.6,1 1 1 1,6.236,1 1 1 1,232.8,1 2 1 2,25.33,1 1 1 1,1016.758,1 1 1 1,0.98,1 1 1 1,24.16,1 1 1 1,253,1 1 1 1,9.22,1 1 1 1,11.36,1 1 1 1,131.5,1 1 1 1,11.03,1 1 1 1,0.624,1 1 1 1,2.383,1 1 1 1,10.2,1 1 1 1
8/14/2015 0:31,7.2,1 1 1 1,5.314,1 1 1 1,243.4,1 2 1 2,25.14,1 1 1 1,1016.788,1 1 1 1,0.98,1 1 1 1,24.15,1 1 1 1,252.8,1 1 1 1,9.22,1 1 1 1,13.14,1 1 1 1,130.7,1 1 1 1,10.97,1 1 1 1,0.638,1 1 1 1,2.171,1 1 1 1,10.11,1 1 1 1
8/14/2015 0:46,7.6,1 1 1 1,6.393,1 1 1 1,235.3,1 2 1 2,25.11,1 1 1 1,1016.81,1 1 1 1,0.981,1 1 1 1,24.14,1 1 1 1,252.6,1 1 1 1,9.22,1 1 1 1,13.48,1 1 1 1,130.1,1 1 1 1,10.91,1 1 1 1,0.637,1 1 1 1,2.231,1 1 1 1,10.03,1 1 1 1
8/14/2015 1:01,7.5,1 1 1 1,5.881,1 1 1 1,237.6,1 2 1 2,24.99,1 1 1 1,1016.891,1 1 1 1,0.983,1 1 1 1,24.13,1 1 1 1,252.3,1 1 1 1,9.21,1 1 1 1,14.42,1 1 1 1,129.5,1 1 1 1,10.86,1 1 1 1,0.629,1 1 1 1,2.037,1 1 1 1,9.93,1 1 1 1
8/14/2015 1:16,6.7,1 1 1 1,4.996,1 1 1 1,238.4,1 2 1 2,24.78,1 1 1 1,1017.029,1 1 1 1,0.988,1 1 1 1,24.12,1 1 1 1,252,1 1 1 1,9.21,1 1 3 1,14.41,1 1 1 1,129.1,1 1 1 1,10.84,1 1 1 1,0.621,1 1 1 1,2.069,1 1 1 1,9.84,1 1 1 1
8/14/2015 1:31,7.5,1 1 1 1,6.013,1 1 1 1,212.1,1 2 1 2,24.54,1 1 1 1,1017.082,1 1 1 1,0.983,1 1 1 1,24.12,1 1 1 1,251.8,1 1 1 1,9.21,1 1 3 1,15.12,1 1 1 1,128.8,1 1 1 1,10.81,1 1 1 1,0.65,1 1 1 1,1.799,1 1 1 1,9.74,1 1 1 1
8/14/2015 1:46,8.4,1 1 1 1,6.738,1 1 1 1,204.4,1 2 1 2,24.37,1 1 1 1,1017.011,1 1 1 1,0.987,1 1 1 1,24.1,1 1 1 1,251.6,1 1 1 1,9.21,1 1 3 1,16.05,1 1 1 1,128.4,1 1 1 1,10.78,1 1 1 1,0.632,1 1 1 1,1.881,1 1 1 1,9.68,1 1 1 1
8/14/2015 2:01,8.3,1 1 1 1,6.718,1 1 1 1,205.2,1 2 1 2,24.32,1 1 1 1,1017.061,1 1 1 1,0.982,1 1 1 1,24.09,1 1 1 1,251.5,1 1 1 1,9.21,1 1 3 1,14.21,1 1 1 1,128,1 1 1 1,10.74,1 1 1 1,0.64,1 1 1 1,1.91,1 1 1 1,9.62,1 1 1 1
