timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,ph,ph_mV,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidity_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temperature_c6,water_temperature_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,NAN,millivolts,NTU,NAN,%,milligrams per liter,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meter,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,YSI EXO2,YSI EXO2,NAN,YSI EXO2,YSI EXO2,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
7/24/2015 20:46,3.9,1 1 1 1,3.113,1 1 1 1,154.2,1 2 1 2,26.92,1 1 1 1,1015.244,1 1 1 1,0.988,1 1 1 1,24.26,1 1 1 1,220.7,1 1 1 1,8.64,1 1 3 1,1.041,1 1 1 1,111.8,1 1 1 1,9.37,1 1 1 1,0.491,1 1 1 1,0.102,1 1 1 1,-1.328,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 21:01,4,1 1 1 1,2.948,1 1 1 1,161.4,1 2 1 2,27.09,1 1 1 1,1015.258,1 1 1 1,0.987,1 1 1 1,24.49,1 1 1 1,221.4,1 1 1 1,8.64,1 1 3 1,1.042,1 1 1 1,111.9,1 1 1 1,9.33,1 1 1 1,0.486,1 1 1 1,0.118,1 1 1 1,-1.323,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 21:16,3.8,1 1 1 1,2.682,1 1 1 1,148.5,1 2 1 2,27.29,1 1 1 1,1015.307,1 1 1 1,0.98,1 1 1 1,24.81,1 1 1 1,222.1,1 1 1 1,8.64,1 1 3 1,1.166,1 1 1 1,112.7,1 1 1 1,9.34,1 1 1 1,0.51,1 1 1 1,0.122,1 1 1 1,-1.312,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 21:31,3.7,1 1 1 1,3.049,1 1 1 1,145.4,1 2 1 2,27.2,1 1 1 1,1015.32,1 1 1 1,0.98,1 1 1 1,24.91,1 1 1 1,222.5,1 1 1 1,8.65,1 1 1 1,1.318,1 1 1 1,113.2,1 1 1 1,9.36,1 1 1 1,0.541,1 1 1 1,0.12,1 1 1 1,-1.332,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 21:46,3.7,1 1 1 1,2.936,1 1 1 1,145.5,1 2 1 2,27.15,1 1 1 1,1015.185,1 1 1 1,0.98,1 1 1 4,24.76,1 1 1 4,222.1,1 1 1 4,8.65,1 1 1 4,1.744,1 1 1 1,112.9,1 1 1 4,9.36,1 1 1 4,0.528,1 1 1 1,0.142,1 1 1 1,-1.329,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 22:01,3.5,1 1 1 1,3.065,1 1 1 1,159.8,1 2 1 2,26.99,1 1 1 1,1015.229,1 1 1 1,0.47,1 3 1 4,12.08,1 1 1 4,107,1 3 1 4,4.15,1 3 1 4,0.687,1 1 1 1,54.82,1 3 1 4,4.511,1 3 1 4,0.283,1 1 1 1,0.076,1 1 1 1,-0.651,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 22:16,4.1,1 1 1 1,3.117,1 1 1 1,161.7,1 2 1 2,26.95,1 1 1 1,1015.134,1 1 1 1,0.98,1 1 1 4,25.18,1 1 1 4,223.3,1 1 1 4,8.66,1 1 1 4,1.361,1 1 1 1,114.4,1 1 1 4,9.42,1 1 1 4,0.6,1 1 1 1,0.155,1 1 1 1,-1.346,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 22:31,4.9,1 1 1 1,3.807,1 1 1 1,160.2,1 2 1 2,26.6,1 1 1 1,1014.977,1 1 1 1,0.98,1 1 1 1,25.11,1 1 1 1,223.4,1 1 1 1,8.67,1 1 1 1,1.459,1 1 1 1,114.4,1 1 1 1,9.43,1 1 1 1,0.618,1 1 1 1,0.143,1 1 1 1,-1.347,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 22:46,4,1 1 1 1,3.384,1 1 1 1,158.8,1 2 1 2,26.47,1 1 1 1,1014.848,1 1 1 1,0.98,1 1 1 1,25.04,1 1 1 1,223.4,1 1 1 1,8.66,1 1 1 1,1.494,1 1 1 1,114.6,1 1 1 1,9.46,1 1 1 1,0.658,1 1 1 1,0.174,1 1 1 1,-1.358,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 23:01,4.9,1 1 1 1,3.902,1 1 1 1,158,1 2 1 2,26.45,1 1 1 1,1014.677,1 1 1 1,0.977,1 1 1 1,25.07,1 1 1 1,223.7,1 1 1 1,8.67,1 1 1 1,1.877,1 1 1 1,115,1 1 1 1,9.48,1 1 1 1,0.662,1 1 1 1,0.241,1 1 1 1,-1.357,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 23:16,4.8,1 1 1 1,3.817,1 1 1 1,166.3,1 2 1 2,26.09,1 1 1 1,1014.639,1 1 1 1,0.973,1 1 1 1,25.07,1 1 1 1,223.9,1 1 1 1,8.67,1 1 1 1,1.636,1 1 1 1,115.4,1 1 1 1,9.52,1 1 1 1,0.667,1 1 1 1,0.271,1 1 1 1,-1.37,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 23:31,4.4,1 1 1 1,3.544,1 1 1 1,167.7,1 2 1 2,25.78,1 1 1 1,1014.588,1 1 1 1,0.979,1 1 1 1,25.02,1 1 1 1,223.9,1 1 1 1,8.68,1 1 1 1,2.019,1 1 1 1,115.6,1 1 1 1,9.55,1 1 1 1,0.716,1 1 1 1,0.244,1 1 1 1,-1.377,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/24/2015 23:46,4.6,1 1 1 1,3.746,1 1 1 1,166.1,1 2 1 2,25.76,1 1 1 1,1014.591,1 1 1 1,0.977,1 1 1 1,24.92,1 1 1 1,223.7,1 1 1 1,8.68,1 1 1 1,1.637,1 1 1 1,115.5,1 1 1 1,9.56,1 1 1 1,0.733,1 1 1 1,0.246,1 1 1 1,-1.395,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 0:01,4.5,1 1 1 1,3.676,1 1 1 1,173.5,1 2 1 2,25.72,1 1 1 1,1014.586,1 1 1 1,0.97,1 1 1 1,24.92,1 1 1 1,224,1 1 1 1,8.69,1 1 1 1,2.344,1 1 1 1,115.9,1 1 1 1,9.59,1 1 1 1,0.675,1 1 1 1,0.277,1 1 1 1,-1.383,4 1 1 1,NAN,1 3 1 1,NAN,1 3 1 1,NAN,1 3 1 1,NAN,1 3 1 1,NAN,1 3 1 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 0:16,4.5,1 1 1 1,3.349,1 1 1 1,182.8,1 2 1 2,25.82,1 1 1 1,1014.669,1 1 1 1,0.973,1 1 1 1,24.98,1 1 1 1,224.5,1 1 1 1,8.7,1 1 1 1,2.944,1 1 1 1,116.6,1 1 1 1,9.63,1 1 1 1,0.679,1 1 1 1,0.295,1 1 1 1,-1.366,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 0:31,3.8,1 1 1 1,3.091,1 1 1 1,178,1 2 1 2,25.34,1 1 1 1,1014.652,1 1 3 1,0.98,1 1 1 1,24.92,1 1 1 1,224.5,1 1 1 1,8.71,1 1 1 1,1.527,1 1 1 1,116.9,1 1 1 1,9.67,1 1 1 1,0.66,1 1 1 1,0.237,1 1 1 1,-1.363,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 0:46,4.3,1 1 1 1,3.151,1 1 1 1,180.1,1 2 1 2,24.77,1 1 1 1,1014.617,1 1 3 1,0.98,1 1 1 1,24.87,1 1 1 1,224.6,1 1 1 1,8.71,1 1 1 1,1.86,1 1 1 1,116.9,1 1 1 1,9.67,1 1 1 1,0.679,1 1 1 1,0.261,1 1 1 1,-1.348,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 1:01,4.4,1 1 1 1,3.6,1 1 1 1,179.1,1 2 1 2,24.61,1 1 1 1,1014.619,1 1 3 1,0.98,1 1 1 1,24.85,1 1 1 1,224.7,1 1 1 1,8.72,1 1 1 1,3.454,1 1 1 1,116.7,1 1 1 1,9.67,1 1 1 1,0.633,1 1 1 1,0.246,1 1 1 1,-1.329,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 1:16,4.3,1 1 1 1,3.197,1 1 1 1,175.6,1 2 1 2,24.53,1 1 1 1,1014.596,1 1 1 1,0.979,1 1 1 1,24.79,1 1 1 1,224.6,1 1 1 1,8.71,1 1 1 1,1.59,1 1 1 1,116.2,1 1 1 1,9.63,1 1 1 1,0.629,1 1 1 1,0.238,1 1 1 1,-1.332,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 1:31,4.1,1 1 1 1,2.959,1 1 1 1,170.8,1 2 1 2,24.43,1 1 1 1,1014.66,1 1 1 1,0.977,1 1 1 1,24.79,1 1 1 1,224.7,1 1 1 1,8.72,1 1 1 1,2.152,1 1 1 1,116.5,1 1 1 1,9.66,1 1 1 1,0.665,1 1 1 1,0.253,1 1 1 1,-1.309,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 1:46,3.2,1 1 1 1,2.508,1 1 1 1,175.6,1 2 1 2,24.36,1 1 1 1,1014.764,1 1 1 1,0.973,1 1 1 1,24.75,1 1 1 1,224.6,1 1 1 1,8.71,1 1 1 1,2.313,1 1 1 1,116.2,1 1 1 1,9.64,1 1 1 1,0.661,1 1 1 1,0.284,1 1 1 1,-1.31,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 2:01,3,1 1 1 1,2.392,1 1 3 1,180,1 2 1 2,24.32,1 1 1 1,1014.877,1 1 1 1,0.98,1 1 1 1,24.74,1 1 1 1,224.7,1 1 1 1,8.72,1 1 1 1,2.227,1 1 1 1,116.3,1 1 1 1,9.65,1 1 1 1,0.625,1 1 1 1,0.215,1 1 1 1,-1.275,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 2:16,3.1,1 1 1 1,2.394,1 1 3 1,182.4,1 2 1 2,24.28,1 1 3 1,1014.889,1 1 4 1,0.98,1 1 1 1,24.73,1 1 1 1,224.9,1 1 1 1,8.73,1 1 1 1,2.117,1 1 1 1,116.9,1 1 1 1,9.7,1 1 1 1,0.66,1 1 1 1,0.255,1 1 1 1,-1.256,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 2:31,3.1,1 1 1 1,2.414,1 1 3 1,186.3,1 2 1 2,24.24,1 1 3 1,1014.949,1 1 4 1,0.98,1 1 1 1,24.73,1 1 1 1,225.4,1 1 1 1,8.74,1 1 1 1,2.371,1 1 1 1,117.4,1 1 1 1,9.75,1 1 1 1,0.691,1 1 1 1,0.27,1 1 1 1,-1.174,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 2:46,3,1 1 1 1,2.45,1 1 3 1,187.7,1 2 1 2,24.28,1 1 3 1,1014.944,1 1 4 1,0.98,1 1 1 1,24.74,1 1 1 1,225.7,1 1 1 1,8.75,1 1 1 1,2.514,1 1 1 1,117.9,1 1 1 1,9.78,1 1 1 1,0.653,1 1 1 1,0.322,1 1 1 1,-1.136,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 3:01,3,1 1 1 1,2.524,1 1 1 1,190.9,1 2 1 2,24.22,1 1 1 1,1014.901,1 1 4 1,0.98,1 1 1 1,24.72,1 1 1 1,225.7,1 1 1 1,8.75,1 1 1 1,1.869,1 1 1 1,117.9,1 1 1 1,9.78,1 1 1 1,0.672,1 1 1 1,0.319,1 1 1 1,-1.152,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 3:16,3.8,1 1 1 1,3.089,1 1 1 1,195.5,1 2 1 2,24.27,1 1 1 1,1014.912,1 1 4 1,0.98,1 1 1 1,24.71,1 1 1 1,225.9,1 1 1 1,8.75,1 1 1 1,2.617,1 1 1 1,117.9,1 1 1 1,9.79,1 1 1 1,0.721,1 1 1 1,0.283,1 1 1 1,-1.138,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 3:31,4,1 1 1 1,3.136,1 1 1 1,196,1 2 1 2,24.32,1 1 1 1,1014.879,1 1 1 1,0.98,1 1 1 1,24.72,1 1 1 1,226.3,1 1 1 1,8.77,1 1 1 1,1.497,1 1 1 1,118.7,1 1 1 1,9.86,1 1 1 1,0.733,1 1 1 1,0.304,1 1 1 1,-1.072,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 3:46,4,1 1 1 1,3.054,1 1 1 1,202.5,1 2 1 2,24.26,1 1 1 1,1014.847,1 1 3 1,0.98,1 1 1 1,24.69,1 1 1 1,226.1,1 1 1 1,8.76,1 1 1 1,1.809,1 1 1 1,118.3,1 1 1 1,9.82,1 1 1 1,0.736,1 1 1 1,0.295,1 1 1 1,-1.073,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 4:01,3.7,1 1 1 1,2.93,1 1 1 1,204.8,1 2 1 2,24.09,1 1 1 1,1014.831,1 1 3 1,0.98,1 1 1 1,24.68,1 1 1 1,226.2,1 1 1 1,8.76,1 1 1 1,2.409,1 1 1 1,118.3,1 1 1 1,9.83,1 1 1 1,0.726,1 1 1 1,0.395,1 1 1 1,-1.047,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 4:16,3.9,1 1 1 1,3.082,1 1 1 1,211.4,1 2 1 2,23.97,1 1 1 1,1014.833,1 1 3 1,0.98,1 1 1 1,24.67,1 1 1 1,226.1,1 1 1 1,8.75,1 1 1 1,1.622,1 1 1 1,118.1,1 1 1 1,9.81,1 1 1 1,0.705,1 1 1 1,0.258,1 1 1 1,-1.065,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 4:31,4.2,1 1 1 1,3.38,1 1 1 1,205.2,1 2 1 2,23.82,1 1 1 1,1014.706,1 1 1 1,0.98,1 1 1 1,24.65,1 1 1 1,226.4,1 1 1 1,8.75,1 1 1 1,1.607,1 1 1 1,118.2,1 1 1 1,9.82,1 1 1 1,0.761,1 1 1 1,0.325,1 1 1 1,-1.002,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 4:46,4.6,1 1 1 1,3.663,1 1 1 1,206.5,1 2 1 2,23.73,1 1 1 1,1014.669,1 1 1 1,0.978,1 1 1 1,24.63,1 1 1 1,226.3,1 1 1 1,8.76,1 1 1 1,2.097,1 1 1 1,118.1,1 1 1 1,9.82,1 1 1 1,0.744,1 1 1 1,0.358,1 1 1 1,-0.993,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 5:01,5,1 1 1 1,3.753,1 1 1 1,214.1,1 2 1 2,23.71,1 1 1 1,1014.629,1 1 1 1,0.971,1 1 1 1,24.63,1 1 1 1,226,1 1 1 1,8.75,1 1 1 1,1.777,1 1 1 1,117.9,1 1 1 1,9.8,1 1 1 1,0.713,1 1 1 1,0.327,1 1 1 1,-1.029,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 5:16,4.9,1 1 1 1,3.651,1 1 1 1,213.6,1 2 1 2,23.69,1 1 1 1,1014.627,1 1 1 1,0.97,1 1 1 1,24.61,1 1 1 1,225.7,1 1 1 1,8.75,1 1 1 1,1.883,1 1 1 1,117.4,1 1 1 1,9.76,1 1 1 1,0.697,1 1 1 1,0.309,1 1 1 1,-1.091,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 5:31,4.8,1 1 1 1,3.649,1 1 1 1,209.3,1 2 1 2,23.64,1 1 1 1,1014.539,1 1 1 1,0.97,1 1 1 1,24.58,1 1 1 1,225,1 1 1 1,8.74,1 1 1 1,1.608,1 1 1 1,116.4,1 1 1 1,9.69,1 1 1 1,0.67,1 1 1 1,0.241,1 1 1 1,-1.151,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 5:46,5.1,1 1 1 1,4.221,1 1 1 1,212.6,1 2 1 2,23.6,1 1 1 1,1014.546,1 1 1 1,0.97,1 1 1 1,24.55,1 1 1 1,224.3,1 1 1 1,8.72,1 1 1 1,1.73,1 1 1 1,115.8,1 1 1 1,9.64,1 1 1 1,0.663,1 1 1 1,0.319,1 1 1 1,-1.199,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 6:01,5.1,1 1 1 1,4.083,1 1 1 1,218.9,1 2 1 2,23.56,1 1 1 1,1014.599,1 1 1 1,0.97,1 1 1 1,24.51,1 1 1 1,223.7,1 1 1 1,8.71,1 1 1 1,1.611,1 1 1 1,115.1,1 1 1 1,9.59,1 1 1 1,0.666,1 1 1 1,0.229,1 1 1 1,-1.263,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 6:16,5,1 1 1 1,3.927,1 1 1 1,223.5,1 2 1 2,23.5,1 1 1 1,1014.591,1 1 1 1,0.971,1 1 1 1,24.49,1 1 1 1,223.8,1 1 1 1,8.72,1 1 1 1,1.627,1 1 1 1,115,1 1 1 1,9.59,1 1 1 1,0.649,1 1 1 1,0.253,1 1 1 1,-1.26,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 6:31,5.5,1 1 1 1,4.13,1 1 1 1,231.7,1 2 1 2,23.42,1 1 1 1,1014.651,1 1 1 1,0.972,1 1 1 1,24.48,1 1 1 1,223.8,1 1 1 1,8.71,1 1 1 1,1.859,1 1 1 1,114.8,1 1 1 1,9.57,1 1 1 1,0.641,1 1 1 1,0.219,1 1 1 1,-1.262,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 6:46,5.6,1 1 1 1,4.341,1 1 1 1,236.8,1 2 1 2,23.22,1 1 1 1,1014.702,1 1 1 1,0.977,1 1 1 1,24.47,1 1 1 1,224.2,1 1 1 1,8.72,1 1 1 1,2.189,1 1 1 1,115.1,1 1 1 1,9.6,1 1 1 1,0.617,1 1 1 1,0.269,1 1 1 1,-1.19,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 7:01,5.1,1 1 1 1,4.238,1 1 1 1,234.8,1 2 1 2,23.1,1 1 1 1,1014.802,1 1 1 1,0.973,1 1 1 1,24.44,1 1 1 1,223.2,1 1 1 1,8.71,1 1 1 1,1.315,1 1 1 1,114.5,1 1 1 1,9.55,1 1 1 1,0.618,1 1 1 1,0.258,1 1 1 1,-1.289,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 7:16,5.1,1 1 1 1,4.098,1 1 1 1,229.3,1 2 1 2,22.91,1 1 1 1,1014.779,1 1 1 1,0.98,1 1 1 1,24.42,1 1 1 1,223.2,1 1 1 1,8.71,1 1 1 1,1.545,1 1 1 1,114.6,1 1 1 1,9.57,1 1 1 1,0.644,1 1 1 1,0.331,1 1 1 1,-1.257,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 7:31,5.6,1 1 1 1,4.57,1 1 1 1,224.9,1 2 1 2,22.79,1 1 1 1,1014.779,1 1 1 1,0.979,1 1 1 1,24.4,1 1 1 1,223.5,1 1 1 1,8.72,1 1 1 1,2.074,1 1 1 1,114.8,1 1 1 1,9.59,1 1 1 1,0.653,1 1 1 1,0.322,1 1 1 1,-1.225,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 7:46,5.7,1 1 1 1,4.627,1 1 1 1,230.2,1 2 1 2,22.66,1 1 1 1,1014.619,1 1 1 1,0.977,1 1 1 1,24.38,1 1 1 1,223.1,1 1 1 1,8.71,1 1 1 1,1.807,1 1 1 1,114.4,1 1 1 1,9.56,1 1 1 1,0.651,1 1 1 1,0.29,1 1 1 1,-1.243,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 8:01,5.3,1 1 1 1,4.357,1 1 1 1,232.2,1 2 1 2,22.53,1 1 1 1,1014.497,1 1 1 1,0.97,1 1 1 1,24.36,1 1 1 1,223.1,1 1 1 1,8.71,1 1 4 1,2.018,1 1 1 1,114.4,1 1 1 1,9.56,1 1 1 1,0.687,1 1 1 1,0.268,1 1 1 1,-1.272,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
7/25/2015 8:16,5.3,1 1 1 1,4.357,1 1 1 1,230.4,1 2 1 2,22.39,1 1 1 1,1014.264,1 1 1 1,0.97,1 1 1 1,24.34,1 1 1 1,223,1 1 1 1,8.71,1 1 4 1,1.685,1 1 1 1,114.3,1 1 1 1,9.55,1 1 1 1,0.675,1 1 1 1,0.275,1 1 1 1,-1.262,4 1 1 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 3 4 1,NAN,4 2 2 2,NAN,1 2 2 2
